section,category,metric,type,date,value,publish_date,ObjectId
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/30/2020,15007,01/21/2021,4891
Vaccine Administration,Administration,Daily,Moderna,12/30/2020,9669,01/21/2021,4892
Vaccine Administration,Administration,Daily,Pfizer,12/30/2020,5338,01/21/2021,4893
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/30/2020,0,01/21/2021,4894
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/30/2020,105593,01/22/2021,4895
Vaccine Administration,Administration,Cumulative Daily,Moderna,12/30/2020,44747,01/22/2021,4896
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/30/2020,60839,01/22/2021,4897
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/30/2020,13,01/22/2021,4898
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/30/2020,15026,01/22/2021,4899
Vaccine Administration,Administration,Daily,Moderna,12/30/2020,9686,01/22/2021,4900
Vaccine Administration,Administration,Daily,Pfizer,12/30/2020,5339,01/22/2021,4901
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/30/2020,16,02/11/2021,4902
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/30/2020,1,01/22/2021,4903
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/30/2020,105649,01/23/2021,4904
Vaccine Administration,Administration,Cumulative Daily,Moderna,12/30/2020,44761,01/23/2021,4905
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/30/2020,60878,01/23/2021,4906
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/30/2020,15,01/23/2021,4907
Vaccine Administration,Administration,Cumulative Daily,Moderna,12/30/2020,45236,02/05/2021,4908
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/30/2020,15317,02/11/2021,4909
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/30/2020,60959,02/05/2021,4910
Vaccine Administration,Administration,Daily,Moderna,12/30/2020,9966,02/11/2021,4911
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/30/2020,16,02/05/2021,4912
Vaccine Administration,Administration,Daily,Pfizer,12/30/2020,5349,02/11/2021,4913
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/30/2020,15308,02/05/2021,4914
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/30/2020,2,02/11/2021,4915
Vaccine Administration,Administration,Daily,Moderna,12/30/2020,9959,02/05/2021,4916
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/30/2020,106229,02/12/2021,4917
Vaccine Administration,Administration,Daily,Pfizer,12/30/2020,5347,02/05/2021,4918
Vaccine Administration,Administration,Cumulative Daily,Moderna,12/30/2020,45262,02/12/2021,4919
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/30/2020,2,02/05/2021,4920
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/30/2020,60947,02/12/2021,4921
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/30/2020,106242,02/06/2021,4922
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/30/2020,16,02/12/2021,4923
Vaccine Administration,Administration,Cumulative Daily,Moderna,12/30/2020,45244,02/06/2021,4924
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/30/2020,15320,02/12/2021,4925
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/30/2020,60979,02/06/2021,4926
Vaccine Administration,Administration,Daily,Moderna,12/30/2020,9968,02/12/2021,4927
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/30/2020,16,02/06/2021,4928
Vaccine Administration,Administration,Daily,Pfizer,12/30/2020,5350,02/12/2021,4929
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/30/2020,15312,02/06/2021,4930
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/30/2020,2,02/12/2021,4931
Vaccine Administration,Administration,Daily,Moderna,12/30/2020,9963,02/06/2021,4932
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/30/2020,106239,02/13/2021,4933
Vaccine Administration,Administration,Daily,Pfizer,12/30/2020,5347,02/06/2021,4934
Vaccine Administration,Administration,Cumulative Daily,Moderna,12/30/2020,45269,02/13/2021,4935
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/30/2020,2,02/06/2021,4936
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/30/2020,60950,02/13/2021,4937
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/30/2020,106242,02/07/2021,4938
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/30/2020,16,02/13/2021,4939
Vaccine Administration,Administration,Cumulative Daily,Moderna,12/30/2020,45244,02/07/2021,4940
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/30/2020,15322,02/13/2021,4941
Vaccine Administration,Administration,Daily,Moderna,12/30/2020,9970,02/13/2021,4942
Vaccine Administration,Administration,Daily,Pfizer,12/30/2020,5350,02/13/2021,4943
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/30/2020,2,02/13/2021,4944
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/30/2020,106239,02/14/2021,4945
Vaccine Administration,Administration,Cumulative Daily,Moderna,12/30/2020,45269,02/14/2021,4946
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/30/2020,60950,02/14/2021,4947
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/30/2020,16,02/14/2021,4948
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/30/2020,15322,02/14/2021,4949
Vaccine Administration,Administration,Daily,Moderna,12/30/2020,9970,02/14/2021,4950
Vaccine Administration,Administration,Daily,Pfizer,12/30/2020,5350,02/14/2021,4951
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/30/2020,2,02/14/2021,4952
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/31/2020,113373,01/09/2021,4953
Vaccine Administration,Administration,Cumulative Daily,Moderna,12/31/2020,48931,01/09/2021,4954
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/31/2020,64435,01/09/2021,4955
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/31/2020,16,01/09/2021,4956
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/31/2020,9284,01/09/2021,4957
Vaccine Administration,Administration,Daily,Moderna,12/31/2020,5501,01/09/2021,4958
Vaccine Administration,Administration,Daily,Pfizer,12/31/2020,3780,01/09/2021,4959
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/31/2020,3,01/09/2021,4960
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/31/2020,114078,01/10/2021,4961
Vaccine Administration,Administration,Cumulative Daily,Moderna,12/31/2020,49616,01/10/2021,4962
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/31/2020,64460,01/10/2021,4963
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/31/2020,11,01/10/2021,4964
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/31/2020,9492,01/10/2021,4965
Vaccine Administration,Administration,Daily,Moderna,12/31/2020,5709,01/10/2021,4966
Vaccine Administration,Administration,Daily,Pfizer,12/31/2020,3782,01/10/2021,4967
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/31/2020,1,01/10/2021,4968
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/31/2020,114106,01/11/2021,4969
Vaccine Administration,Administration,Cumulative Daily,Moderna,12/31/2020,49631,01/11/2021,4970
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/31/2020,64473,01/11/2021,4971
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/31/2020,11,01/11/2021,4972
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/30/2020,60979,02/07/2021,4973
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/30/2020,16,02/07/2021,4974
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/30/2020,15312,02/07/2021,4975
Vaccine Administration,Administration,Daily,Moderna,12/30/2020,9963,02/07/2021,4976
Vaccine Administration,Administration,Daily,Pfizer,12/30/2020,5347,02/07/2021,4977
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/30/2020,2,02/07/2021,4978
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/30/2020,106242,02/08/2021,4979
Vaccine Administration,Administration,Cumulative Daily,Moderna,12/30/2020,45244,02/08/2021,4980
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/30/2020,60979,02/08/2021,4981
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/30/2020,16,02/08/2021,4982
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/30/2020,15312,02/08/2021,4983
Vaccine Administration,Administration,Daily,Moderna,12/30/2020,9963,02/08/2021,4984
Vaccine Administration,Administration,Daily,Pfizer,12/30/2020,5347,02/08/2021,4985
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/30/2020,2,02/08/2021,4986
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/30/2020,106255,02/09/2021,4987
Vaccine Administration,Administration,Cumulative Daily,Moderna,12/30/2020,45250,02/09/2021,4988
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/30/2020,60985,02/09/2021,4989
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/30/2020,16,02/09/2021,4990
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/30/2020,15313,02/09/2021,4991
Vaccine Administration,Administration,Daily,Moderna,12/30/2020,9964,02/09/2021,4992
Vaccine Administration,Administration,Daily,Pfizer,12/30/2020,5347,02/09/2021,4993
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/30/2020,2,02/09/2021,4994
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/30/2020,106262,02/10/2021,4995
Vaccine Administration,Administration,Cumulative Daily,Moderna,12/30/2020,45254,02/10/2021,4996
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/30/2020,60988,02/10/2021,4997
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/30/2020,16,02/10/2021,4998
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/30/2020,15315,02/10/2021,4999
Vaccine Administration,Administration,Daily,Moderna,12/30/2020,9965,02/10/2021,5000
Vaccine Administration,Administration,Daily,Pfizer,12/30/2020,5348,02/10/2021,5001
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/30/2020,2,02/10/2021,5002
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/30/2020,106219,02/11/2021,5003
Vaccine Administration,Administration,Cumulative Daily,Moderna,12/30/2020,45258,02/11/2021,5004
Vaccine Administration,Administration,Daily,Moderna,12/30/2020,9688,01/23/2021,5005
Vaccine Administration,Administration,Cumulative Daily,Moderna,12/30/2020,43922,01/11/2021,5006
Vaccine Administration,Administration,Daily,Moderna,12/29/2020,7203,02/04/2021,5007
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/30/2020,2,01/29/2021,5008
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/30/2020,105984,01/30/2021,5009
Vaccine Administration,Administration,Cumulative Daily,Moderna,12/30/2020,45037,01/30/2021,5010
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/30/2020,60933,01/30/2021,5011
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/30/2020,16,01/30/2021,5012
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/30/2020,15139,01/30/2021,5013
Vaccine Administration,Administration,Daily,Moderna,12/30/2020,9794,01/30/2021,5014
Vaccine Administration,Administration,Daily,Pfizer,12/30/2020,5343,01/30/2021,5015
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/30/2020,2,01/30/2021,5016
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/30/2020,106104,01/31/2021,5017
Vaccine Administration,Administration,Cumulative Daily,Moderna,12/30/2020,45154,01/31/2021,5018
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/30/2020,60936,01/31/2021,5019
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/30/2020,16,01/31/2021,5020
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/30/2020,15258,01/31/2021,5021
Vaccine Administration,Administration,Daily,Moderna,12/30/2020,9912,01/31/2021,5022
Vaccine Administration,Administration,Daily,Pfizer,12/30/2020,5344,01/31/2021,5023
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/30/2020,2,01/31/2021,5024
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/30/2020,106120,02/01/2021,5025
Vaccine Administration,Administration,Cumulative Daily,Moderna,12/30/2020,45169,02/01/2021,5026
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/30/2020,60937,02/01/2021,5027
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/30/2020,16,02/01/2021,5028
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/30/2020,15259,02/01/2021,5029
Vaccine Administration,Administration,Daily,Moderna,12/30/2020,9913,02/01/2021,5030
Vaccine Administration,Administration,Daily,Pfizer,12/30/2020,5344,02/01/2021,5031
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/30/2020,2,02/01/2021,5032
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/30/2020,106131,02/02/2021,5033
Vaccine Administration,Administration,Cumulative Daily,Moderna,12/30/2020,45176,02/02/2021,5034
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/30/2020,60940,02/02/2021,5035
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/30/2020,16,02/02/2021,5036
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/30/2020,15263,02/02/2021,5037
Vaccine Administration,Administration,Daily,Moderna,12/30/2020,9916,02/02/2021,5038
Vaccine Administration,Administration,Daily,Pfizer,12/30/2020,5345,02/02/2021,5039
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/30/2020,2,02/02/2021,5040
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/30/2020,106191,02/03/2021,5041
Vaccine Administration,Administration,Cumulative Daily,Moderna,12/30/2020,45228,02/03/2021,5042
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/30/2020,60946,02/03/2021,5043
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/30/2020,16,02/03/2021,5044
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/30/2020,15305,02/03/2021,5045
Vaccine Administration,Administration,Daily,Moderna,12/30/2020,9958,02/03/2021,5046
Vaccine Administration,Administration,Daily,Pfizer,12/30/2020,5345,02/03/2021,5047
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/30/2020,2,02/03/2021,5048
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/30/2020,106202,02/04/2021,5049
Vaccine Administration,Administration,Cumulative Daily,Moderna,12/30/2020,45233,02/04/2021,5050
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/30/2020,60951,02/04/2021,5051
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/30/2020,16,02/04/2021,5052
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/30/2020,15308,02/04/2021,5053
Vaccine Administration,Administration,Daily,Moderna,12/30/2020,9959,02/04/2021,5054
Vaccine Administration,Administration,Daily,Pfizer,12/30/2020,5347,02/04/2021,5055
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/30/2020,2,02/04/2021,5056
Vaccine Administration,Administration,Daily,Pfizer,12/29/2020,1828,02/04/2021,5057
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/29/2020,2,02/04/2021,5058
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/29/2020,90905,02/05/2021,5059
Vaccine Administration,Administration,Cumulative Daily,Moderna,12/29/2020,35277,02/05/2021,5060
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/29/2020,55612,02/05/2021,5061
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/29/2020,14,02/05/2021,5062
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/29/2020,9039,02/05/2021,5063
Vaccine Administration,Administration,Daily,Moderna,12/29/2020,7205,02/05/2021,5064
Vaccine Administration,Administration,Daily,Pfizer,12/29/2020,1832,02/05/2021,5065
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/29/2020,2,02/05/2021,5066
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/29/2020,90930,02/06/2021,5067
Vaccine Administration,Administration,Cumulative Daily,Moderna,12/29/2020,35281,02/06/2021,5068
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/29/2020,55632,02/06/2021,5069
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/29/2020,14,02/06/2021,5070
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/29/2020,9040,02/06/2021,5071
Vaccine Administration,Administration,Daily,Moderna,12/29/2020,7206,02/06/2021,5072
Vaccine Administration,Administration,Daily,Pfizer,12/29/2020,1832,02/06/2021,5073
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/29/2020,2,02/06/2021,5074
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/29/2020,90930,02/07/2021,5075
Vaccine Administration,Administration,Cumulative Daily,Moderna,12/29/2020,35281,02/07/2021,5076
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/29/2020,55632,02/07/2021,5077
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/29/2020,14,02/07/2021,5078
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/29/2020,9040,02/07/2021,5079
Vaccine Administration,Administration,Daily,Moderna,12/29/2020,7206,02/07/2021,5080
Vaccine Administration,Administration,Daily,Pfizer,12/29/2020,1832,02/07/2021,5081
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/29/2020,2,02/07/2021,5082
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/29/2020,90930,02/08/2021,5083
Vaccine Administration,Administration,Cumulative Daily,Moderna,12/29/2020,35281,02/08/2021,5084
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/29/2020,55632,02/08/2021,5085
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/29/2020,14,02/08/2021,5086
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/29/2020,9040,02/08/2021,5087
Vaccine Administration,Administration,Daily,Moderna,12/29/2020,7206,02/08/2021,5088
Vaccine Administration,Administration,Daily,Pfizer,12/29/2020,1832,02/08/2021,5089
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/29/2020,2,02/08/2021,5090
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/29/2020,90942,02/09/2021,5091
Vaccine Administration,Administration,Cumulative Daily,Moderna,12/29/2020,35286,02/09/2021,5092
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/29/2020,55638,02/09/2021,5093
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/29/2020,14,02/09/2021,5094
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/29/2020,9040,02/09/2021,5095
Vaccine Administration,Administration,Daily,Moderna,12/29/2020,7206,02/09/2021,5096
Vaccine Administration,Administration,Daily,Pfizer,12/29/2020,1832,02/09/2021,5097
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/29/2020,2,02/09/2021,5098
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/29/2020,90947,02/10/2021,5099
Vaccine Administration,Administration,Cumulative Daily,Moderna,12/29/2020,35289,02/10/2021,5100
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/29/2020,55640,02/10/2021,5101
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/29/2020,14,02/10/2021,5102
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/29/2020,9040,02/10/2021,5103
Vaccine Administration,Administration,Daily,Moderna,12/29/2020,7207,02/10/2021,5104
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/30/2020,60691,01/11/2021,5105
Vaccine Administration,Administration,Daily,Pfizer,12/30/2020,5339,01/23/2021,5106
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/30/2020,1,01/23/2021,5107
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/30/2020,105679,01/24/2021,5108
Vaccine Administration,Administration,Cumulative Daily,Moderna,12/30/2020,44768,01/24/2021,5109
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/30/2020,60901,01/24/2021,5110
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/30/2020,15,01/24/2021,5111
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/30/2020,15030,01/24/2021,5112
Vaccine Administration,Administration,Daily,Moderna,12/30/2020,9690,01/24/2021,5113
Vaccine Administration,Administration,Daily,Pfizer,12/30/2020,5339,01/24/2021,5114
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/30/2020,1,01/24/2021,5115
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/30/2020,105682,01/25/2021,5116
Vaccine Administration,Administration,Cumulative Daily,Moderna,12/30/2020,44768,01/25/2021,5117
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/30/2020,60903,01/25/2021,5118
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/30/2020,16,01/25/2021,5119
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/30/2020,15031,01/25/2021,5120
Vaccine Administration,Administration,Daily,Moderna,12/30/2020,9690,01/25/2021,5121
Vaccine Administration,Administration,Daily,Pfizer,12/30/2020,5339,01/25/2021,5122
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/30/2020,2,01/25/2021,5123
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/30/2020,105700,01/26/2021,5124
Vaccine Administration,Administration,Cumulative Daily,Moderna,12/30/2020,44780,01/26/2021,5125
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/30/2020,60909,01/26/2021,5126
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/30/2020,16,01/26/2021,5127
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/30/2020,15035,01/26/2021,5128
Vaccine Administration,Administration,Daily,Moderna,12/30/2020,9693,01/26/2021,5129
Vaccine Administration,Administration,Daily,Pfizer,12/30/2020,5340,01/26/2021,5130
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/30/2020,2,01/26/2021,5131
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/30/2020,105652,01/27/2021,5132
Vaccine Administration,Administration,Cumulative Daily,Moderna,12/30/2020,44722,01/27/2021,5133
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/30/2020,60915,01/27/2021,5134
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/30/2020,17,01/27/2021,5135
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/30/2020,15113,01/27/2021,5136
Vaccine Administration,Administration,Daily,Moderna,12/30/2020,9769,01/27/2021,5137
Vaccine Administration,Administration,Daily,Pfizer,12/30/2020,5342,01/27/2021,5138
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/30/2020,2,01/27/2021,5139
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/30/2020,105954,01/28/2021,5140
Vaccine Administration,Administration,Cumulative Daily,Moderna,12/30/2020,45017,01/28/2021,5141
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/30/2020,60923,01/28/2021,5142
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/30/2020,16,01/28/2021,5143
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/30/2020,15130,01/28/2021,5144
Vaccine Administration,Administration,Daily,Moderna,12/30/2020,9785,01/28/2021,5145
Vaccine Administration,Administration,Daily,Pfizer,12/30/2020,5343,01/28/2021,5146
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/30/2020,2,01/28/2021,5147
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/30/2020,105969,01/29/2021,5148
Vaccine Administration,Administration,Cumulative Daily,Moderna,12/30/2020,45030,01/29/2021,5149
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/30/2020,60925,01/29/2021,5150
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/30/2020,16,01/29/2021,5151
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/30/2020,15136,01/29/2021,5152
Vaccine Administration,Administration,Daily,Moderna,12/30/2020,9791,01/29/2021,5153
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/30/2020,10,01/11/2021,5154
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/30/2020,14890,01/11/2021,5155
Vaccine Administration,Administration,Daily,Moderna,12/30/2020,9552,01/11/2021,5156
Vaccine Administration,Administration,Daily,Pfizer,12/30/2020,5338,01/11/2021,5157
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/30/2020,0,01/11/2021,5158
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/30/2020,104673,01/12/2021,5159
Vaccine Administration,Administration,Cumulative Daily,Moderna,12/30/2020,43937,01/12/2021,5160
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/30/2020,60732,01/12/2021,5161
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/30/2020,12,01/12/2021,5162
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/30/2020,14897,01/12/2021,5163
Vaccine Administration,Administration,Daily,Moderna,12/30/2020,9559,01/12/2021,5164
Vaccine Administration,Administration,Daily,Pfizer,12/30/2020,5337,01/12/2021,5165
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/30/2020,1,01/12/2021,5166
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/30/2020,104723,01/13/2021,5167
Vaccine Administration,Administration,Cumulative Daily,Moderna,12/30/2020,43956,01/13/2021,5168
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/30/2020,60763,01/13/2021,5169
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/30/2020,12,01/13/2021,5170
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/30/2020,14908,01/13/2021,5171
Vaccine Administration,Administration,Daily,Moderna,12/30/2020,9566,01/13/2021,5172
Vaccine Administration,Administration,Daily,Pfizer,12/30/2020,5342,01/13/2021,5173
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/30/2020,0,01/13/2021,5174
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/30/2020,104785,01/14/2021,5175
Vaccine Administration,Administration,Cumulative Daily,Moderna,12/30/2020,44005,01/14/2021,5176
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/30/2020,60774,01/14/2021,5177
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/30/2020,12,01/14/2021,5178
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/30/2020,14948,01/14/2021,5179
Vaccine Administration,Administration,Daily,Moderna,12/30/2020,9606,01/14/2021,5180
Vaccine Administration,Administration,Daily,Pfizer,12/30/2020,5342,01/14/2021,5181
