section,category,metric,type,date,value,publish_date,ObjectId
Vaccine Administration,Administration,Daily,Pfizer,01/14/2021,9528,01/29/2021,7006
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/22/2020,49993,01/29/2021,7007
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,01/07/2021,3,01/29/2021,7008
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,01/14/2021,5,01/29/2021,7009
Vaccine Administration,Administration,Weekly,All COVID Vaccines,01/24/2021,76634,01/29/2021,7010
Vaccine Administration,Administration,Daily,All COVID Vaccines,01/18/2021,10438,01/29/2021,7011
Vaccine Administration,Administration,Weekly,Moderna,01/24/2021,52169,01/29/2021,7012
Vaccine Administration,Administration,Weekly,Pfizer,01/24/2021,24459,01/29/2021,7013
Vaccine Administration,Administration,Daily,Moderna,01/18/2021,4777,01/29/2021,7014
Vaccine Administration,Administration,Weekly,Unspecified COVID Vaccine,01/24/2021,6,01/29/2021,7015
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,01/15/2021,329938,01/29/2021,7016
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,01/08/2021,220334,01/29/2021,7017
Vaccine Administration,Administration,Daily,Pfizer,01/18/2021,5661,01/29/2021,7018
Vaccine Administration,Administration,Cumulative Daily,Moderna,12/22/2020,3629,01/29/2021,7019
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,01/25/2021,489829,01/29/2021,7020
Vaccine Administration,Administration,Cumulative Daily,Moderna,01/15/2021,156944,01/29/2021,7021
Vaccine Administration,Administration,Cumulative Daily,Moderna,01/08/2021,102891,01/29/2021,7022
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,01/18/2021,0,01/29/2021,7023
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/22/2020,46352,01/29/2021,7024
Vaccine Administration,Administration,Cumulative Daily,Moderna,01/25/2021,245648,01/29/2021,7025
Vaccine Administration,Administration,Cumulative Daily,Pfizer,01/15/2021,172941,01/29/2021,7026
Vaccine Administration,Administration,Cumulative Daily,Pfizer,01/08/2021,117417,01/29/2021,7027
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,01/19/2021,370390,01/29/2021,7028
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/22/2020,5,01/29/2021,7029
Vaccine Administration,Administration,Cumulative Daily,Pfizer,01/25/2021,244112,01/29/2021,7030
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,01/15/2021,60,01/29/2021,7031
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,01/08/2021,30,01/29/2021,7032
Vaccine Administration,Administration,Cumulative Daily,Moderna,01/19/2021,176236,01/29/2021,7033
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/22/2020,7564,01/29/2021,7034
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,01/25/2021,84,01/29/2021,7035
Vaccine Administration,Administration,Daily,All COVID Vaccines,01/15/2021,19457,01/29/2021,7036
Vaccine Administration,Administration,Daily,All COVID Vaccines,01/08/2021,29638,01/29/2021,7037
Vaccine Administration,Administration,Cumulative Daily,Pfizer,01/19/2021,194096,01/29/2021,7038
Vaccine Administration,Administration,Daily,Moderna,12/22/2020,3593,01/29/2021,7039
Vaccine Administration,Administration,Daily,Pfizer,12/22/2020,3969,01/29/2021,7040
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/22/2020,2,01/29/2021,7041
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/23/2020,64251,01/29/2021,7042
Vaccine Administration,Administration,Cumulative Daily,Moderna,12/23/2020,14000,01/29/2021,7043
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/23/2020,50245,01/29/2021,7044
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/23/2020,8,01/29/2021,7045
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/23/2020,14258,01/29/2021,7046
Vaccine Administration,Administration,Daily,Moderna,12/23/2020,10371,01/29/2021,7047
Vaccine Administration,Administration,Daily,Pfizer,12/23/2020,3893,01/29/2021,7048
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/23/2020,3,01/29/2021,7049
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/24/2020,68345,01/29/2021,7050
Vaccine Administration,Administration,Cumulative Daily,Moderna,12/24/2020,17390,01/29/2021,7051
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/24/2020,50948,01/29/2021,7052
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/24/2020,9,01/29/2021,7053
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/24/2020,4094,01/29/2021,7054
Vaccine Administration,Administration,Daily,Moderna,12/24/2020,3390,01/29/2021,7055
Vaccine Administration,Administration,Daily,Pfizer,12/24/2020,703,01/29/2021,7056
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/24/2020,1,01/29/2021,7057
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/25/2020,68358,01/29/2021,7058
Vaccine Administration,Administration,Cumulative Daily,Moderna,12/25/2020,17402,01/29/2021,7059
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/25/2020,50949,01/29/2021,7060
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/25/2020,9,01/29/2021,7061
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/25/2020,13,01/29/2021,7062
Vaccine Administration,Administration,Daily,Moderna,12/25/2020,12,01/29/2021,7063
Vaccine Administration,Administration,Daily,Pfizer,12/25/2020,1,01/29/2021,7064
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/25/2020,0,01/29/2021,7065
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/26/2020,70910,01/29/2021,7066
Vaccine Administration,Administration,Cumulative Daily,Moderna,12/26/2020,19566,01/29/2021,7067
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/26/2020,51337,01/29/2021,7068
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/26/2020,9,01/29/2021,7069
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/26/2020,2552,01/29/2021,7070
Vaccine Administration,Administration,Daily,Moderna,12/26/2020,2164,01/29/2021,7071
Vaccine Administration,Administration,Daily,Pfizer,12/26/2020,388,01/29/2021,7072
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/26/2020,0,01/29/2021,7073
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/27/2020,72935,01/29/2021,7074
Vaccine Administration,Administration,Cumulative Daily,Moderna,12/27/2020,21349,01/29/2021,7075
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/27/2020,51579,01/29/2021,7076
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/27/2020,9,01/29/2021,7077
Vaccine Administration,Administration,Daily,Moderna,01/08/2021,13625,01/29/2021,7078
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,01/19/2021,65,01/29/2021,7079
Vaccine Administration,Administration,Daily,Moderna,01/15/2021,9876,01/29/2021,7080
Vaccine Administration,Administration,Daily,Pfizer,01/08/2021,16011,01/29/2021,7081
Vaccine Administration,Administration,Daily,All COVID Vaccines,01/19/2021,14882,01/29/2021,7082
Vaccine Administration,Administration,Daily,Pfizer,01/15/2021,9580,01/29/2021,7083
Vaccine Administration,Administration,Daily,All COVID Vaccines,01/25/2021,17168,01/29/2021,7084
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,01/15/2021,1,01/29/2021,7085
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,01/16/2021,341194,01/29/2021,7086
Vaccine Administration,Administration,Daily,Moderna,01/25/2021,12761,01/29/2021,7087
Vaccine Administration,Administration,Cumulative Daily,Moderna,01/16/2021,162598,01/29/2021,7088
Vaccine Administration,Administration,Daily,Moderna,01/19/2021,6695,01/29/2021,7089
Vaccine Administration,Administration,Daily,Pfizer,01/25/2021,4405,01/29/2021,7090
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,01/08/2021,2,01/29/2021,7091
Vaccine Administration,Administration,Cumulative Daily,Pfizer,01/16/2021,178543,01/29/2021,7092
Vaccine Administration,Administration,Daily,Pfizer,01/19/2021,8185,01/29/2021,7093
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,01/25/2021,2,01/29/2021,7094
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,01/09/2021,234167,01/29/2021,7095
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,01/16/2021,60,01/29/2021,7096
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,01/19/2021,2,01/29/2021,7097
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,01/26/2021,507892,01/29/2021,7098
Vaccine Administration,Administration,Cumulative Daily,Moderna,01/09/2021,109586,01/29/2021,7099
Vaccine Administration,Administration,Daily,All COVID Vaccines,01/16/2021,11256,01/29/2021,7100
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,01/20/2021,395250,01/29/2021,7101
Vaccine Administration,Administration,Cumulative Daily,Moderna,01/26/2021,258651,01/29/2021,7102
Vaccine Administration,Administration,Cumulative Daily,Pfizer,01/09/2021,124554,01/29/2021,7103
Vaccine Administration,Administration,Daily,Moderna,01/16/2021,5654,01/29/2021,7104
Vaccine Administration,Administration,Cumulative Daily,Moderna,01/20/2021,191515,01/29/2021,7105
Vaccine Administration,Administration,Cumulative Daily,Pfizer,01/26/2021,249171,01/29/2021,7106
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,01/09/2021,31,01/29/2021,7107
Vaccine Administration,Administration,Daily,Pfizer,01/16/2021,5602,01/29/2021,7108
Vaccine Administration,Administration,Cumulative Daily,Pfizer,01/20/2021,203675,01/29/2021,7109
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,01/26/2021,85,01/29/2021,7110
Vaccine Administration,Administration,Daily,All COVID Vaccines,01/09/2021,13833,01/29/2021,7111
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,01/16/2021,0,01/29/2021,7112
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,01/20/2021,69,01/29/2021,7113
Vaccine Administration,Administration,Daily,All COVID Vaccines,01/26/2021,18063,01/29/2021,7114
Vaccine Administration,Administration,Daily,Moderna,01/09/2021,6695,01/29/2021,7115
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,01/17/2021,345070,01/29/2021,7116
Vaccine Administration,Administration,Daily,All COVID Vaccines,01/20/2021,24860,01/29/2021,7117
Vaccine Administration,Administration,Daily,Moderna,01/26/2021,13003,01/29/2021,7118
Vaccine Administration,Administration,Daily,Pfizer,01/26/2021,5059,01/29/2021,7119
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,01/26/2021,1,01/29/2021,7120
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,01/27/2021,530099,01/29/2021,7121
Vaccine Administration,Administration,Cumulative Daily,Moderna,01/27/2021,272657,01/29/2021,7122
Vaccine Administration,Administration,Cumulative Daily,Pfizer,01/27/2021,257373,01/29/2021,7123
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,01/27/2021,85,01/29/2021,7124
Vaccine Administration,Administration,Daily,All COVID Vaccines,01/27/2021,22207,01/29/2021,7125
Vaccine Administration,Administration,Daily,Moderna,01/27/2021,14006,01/29/2021,7126
Vaccine Administration,Administration,Daily,Pfizer,01/27/2021,8202,01/29/2021,7127
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,01/27/2021,0,01/29/2021,7128
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,01/28/2021,542764,01/29/2021,7129
Vaccine Administration,Administration,Cumulative Daily,Moderna,01/28/2021,281771,01/29/2021,7130
Vaccine Administration,Administration,Cumulative Daily,Pfizer,01/28/2021,260921,01/29/2021,7131
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,01/28/2021,88,01/29/2021,7132
Vaccine Administration,Administration,Daily,All COVID Vaccines,01/28/2021,12665,01/29/2021,7133
Vaccine Administration,Administration,Daily,Moderna,01/28/2021,9114,01/29/2021,7134
Vaccine Administration,Administration,Daily,Pfizer,01/28/2021,3548,01/29/2021,7135
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,01/28/2021,3,01/29/2021,7136
Vaccine Administration,Administration,Cumulative Daily,Moderna,01/17/2021,164764,01/29/2021,7137
Vaccine Administration,Administration,Cumulative Daily,Pfizer,01/17/2021,180250,01/29/2021,7138
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,01/17/2021,63,01/29/2021,7139
Vaccine Administration,Administration,Cumulative Weekly,All COVID Vaccines,01/17/2021,466157,01/29/2021,7140
Vaccine Administration,Administration,Cumulative Weekly,Moderna,01/17/2021,229602,01/29/2021,7141
Vaccine Administration,Administration,Cumulative Weekly,Pfizer,01/17/2021,236462,01/29/2021,7142
Vaccine Administration,Administration,Cumulative Weekly,Unspecified COVID Vaccine,01/17/2021,82,01/29/2021,7143
Vaccine Administration,Administration,Daily,All COVID Vaccines,01/17/2021,3876,01/29/2021,7144
Vaccine Administration,Administration,Daily,Moderna,01/17/2021,2166,01/29/2021,7145
Vaccine Administration,Administration,Daily,Pfizer,01/17/2021,1707,01/29/2021,7146
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,01/17/2021,3,01/29/2021,7147
Vaccine Administration,Administration,Daily,Pfizer,01/09/2021,7137,01/29/2021,7148
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,01/09/2021,1,01/29/2021,7149
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,01/10/2021,238281,01/29/2021,7150
Vaccine Administration,Administration,Cumulative Daily,Moderna,01/10/2021,110888,01/29/2021,7151
Vaccine Administration,Administration,Cumulative Daily,Pfizer,01/10/2021,127366,01/29/2021,7152
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,01/10/2021,31,01/29/2021,7153
Vaccine Administration,Administration,Cumulative Weekly,All COVID Vaccines,01/10/2021,341212,01/29/2021,7154
Vaccine Administration,Administration,Cumulative Weekly,Moderna,01/10/2021,162598,01/29/2021,7155
Vaccine Administration,Administration,Cumulative Weekly,Pfizer,01/10/2021,178543,01/29/2021,7156
Vaccine Administration,Administration,Cumulative Weekly,Unspecified COVID Vaccine,01/10/2021,60,01/29/2021,7157
Vaccine Administration,Administration,Daily,All COVID Vaccines,01/10/2021,4114,01/29/2021,7158
Vaccine Administration,Administration,Daily,Moderna,01/10/2021,1302,01/29/2021,7159
Vaccine Administration,Administration,Daily,Pfizer,01/10/2021,2812,01/29/2021,7160
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,01/10/2021,0,01/29/2021,7161
Vaccine Administration,Administration,Weekly,All COVID Vaccines,01/10/2021,107030,01/29/2021,7162
Vaccine Administration,Administration,Weekly,Moderna,01/10/2021,53012,01/29/2021,7163
Vaccine Administration,Administration,Weekly,Pfizer,01/10/2021,53989,01/29/2021,7164
Vaccine Administration,Administration,Weekly,Unspecified COVID Vaccine,01/10/2021,29,01/29/2021,7165
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,01/11/2021,255013,01/29/2021,7166
Vaccine Administration,Administration,Cumulative Daily,Moderna,01/11/2021,118676,01/29/2021,7167
Vaccine Administration,Administration,Cumulative Daily,Pfizer,01/11/2021,136305,01/29/2021,7168
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,01/11/2021,36,01/29/2021,7169
Vaccine Administration,Administration,Daily,All COVID Vaccines,01/11/2021,16732,01/29/2021,7170
Vaccine Administration,Administration,Daily,Moderna,01/11/2021,7788,01/29/2021,7171
Vaccine Administration,Administration,Daily,Pfizer,01/11/2021,8939,01/29/2021,7172
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,01/11/2021,5,01/29/2021,7173
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,01/12/2021,270930,01/29/2021,7174
Vaccine Administration,Administration,Cumulative Daily,Moderna,01/12/2021,126604,01/29/2021,7175
Vaccine Administration,Administration,Daily,Moderna,01/20/2021,15279,01/29/2021,7176
Vaccine Administration,Administration,Daily,Pfizer,01/20/2021,9579,01/29/2021,7177
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,01/20/2021,4,01/29/2021,7178
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,01/21/2021,423595,01/29/2021,7179
Vaccine Administration,Administration,Cumulative Daily,Moderna,01/21/2021,206690,01/29/2021,7180
Vaccine Administration,Administration,Cumulative Daily,Pfizer,01/21/2021,216842,01/29/2021,7181
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,01/21/2021,72,01/29/2021,7182
Vaccine Administration,Administration,Daily,All COVID Vaccines,01/21/2021,28345,01/29/2021,7183
Vaccine Administration,Administration,Daily,Moderna,01/21/2021,15175,01/29/2021,7184
Vaccine Administration,Administration,Daily,Pfizer,01/21/2021,13167,01/29/2021,7185
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,01/21/2021,3,01/29/2021,7186
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,01/22/2021,451209,01/29/2021,7187
Vaccine Administration,Administration,Cumulative Daily,Moderna,01/22/2021,221379,01/29/2021,7188
Vaccine Administration,Administration,Cumulative Daily,Pfizer,01/22/2021,229767,01/29/2021,7189
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,01/22/2021,78,01/29/2021,7190
Vaccine Administration,Administration,Daily,All COVID Vaccines,01/22/2021,27614,01/29/2021,7191
Vaccine Administration,Administration,Daily,Moderna,01/22/2021,14689,01/29/2021,7192
Vaccine Administration,Administration,Daily,Pfizer,01/22/2021,12925,01/29/2021,7193
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,01/22/2021,6,01/29/2021,7194
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,01/23/2021,466131,01/29/2021,7195
Vaccine Administration,Administration,Cumulative Daily,Moderna,01/23/2021,229602,01/29/2021,7196
Vaccine Administration,Administration,Cumulative Daily,Pfizer,01/23/2021,236462,01/29/2021,7197
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,01/23/2021,82,01/29/2021,7198
Vaccine Administration,Administration,Daily,All COVID Vaccines,01/23/2021,14922,01/29/2021,7199
Vaccine Administration,Administration,Daily,Moderna,01/23/2021,8223,01/29/2021,7200
Vaccine Administration,Administration,Daily,All COVID Vaccines,01/06/2021,19356,01/30/2021,7201
Vaccine Administration,Administration,Daily,Moderna,01/06/2021,10341,01/30/2021,7202
Vaccine Administration,Administration,Daily,Pfizer,01/06/2021,9013,01/30/2021,7203
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,01/06/2021,3,01/30/2021,7204
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,01/07/2021,190740,01/30/2021,7205
Vaccine Administration,Administration,Cumulative Daily,Moderna,01/07/2021,89294,01/30/2021,7206
Vaccine Administration,Administration,Cumulative Daily,Pfizer,01/07/2021,101422,01/30/2021,7207
Vaccine Administration,Administration,Cumulative Daily,Pfizer,01/23/2021,236890,01/30/2021,7208
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,01/07/2021,28,01/30/2021,7209
Vaccine Administration,Administration,Daily,All COVID Vaccines,01/07/2021,26245,01/30/2021,7210
Vaccine Administration,Administration,Daily,Moderna,01/07/2021,11237,01/30/2021,7211
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,01/23/2021,86,01/30/2021,7212
Vaccine Administration,Administration,Daily,Pfizer,01/07/2021,15005,01/30/2021,7213
Vaccine Administration,Administration,Daily,All COVID Vaccines,01/23/2021,14923,01/30/2021,7214
Vaccine Administration,Administration,Daily,Pfizer,01/11/2021,8941,01/30/2021,7215
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,01/07/2021,3,01/30/2021,7216
Vaccine Administration,Administration,Daily,Moderna,01/23/2021,8215,01/30/2021,7217
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,01/11/2021,5,01/30/2021,7218
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,01/08/2021,220382,01/30/2021,7219
Vaccine Administration,Administration,Daily,Pfizer,01/23/2021,6704,01/30/2021,7220
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,01/12/2021,271111,01/30/2021,7221
Vaccine Administration,Administration,Cumulative Daily,Moderna,01/08/2021,102920,01/30/2021,7222
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,01/23/2021,4,01/30/2021,7223
Vaccine Administration,Administration,Cumulative Daily,Moderna,01/12/2021,126759,01/30/2021,7224
Vaccine Administration,Administration,Cumulative Daily,Pfizer,01/08/2021,117435,01/30/2021,7225
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,01/24/2021,473382,01/30/2021,7226
Vaccine Administration,Administration,Cumulative Daily,Pfizer,01/12/2021,144316,01/30/2021,7227
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,01/08/2021,31,01/30/2021,7228
Vaccine Administration,Administration,Cumulative Daily,Moderna,01/24/2021,233173,01/30/2021,7229
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,01/12/2021,40,01/30/2021,7230
Vaccine Administration,Administration,Daily,All COVID Vaccines,01/08/2021,29642,01/30/2021,7231
Vaccine Administration,Administration,Daily,All COVID Vaccines,01/28/2021,19341,01/30/2021,7232
Vaccine Administration,Administration,Weekly,Pfizer,12/20/2020,17290,01/30/2021,7233
Vaccine Administration,Administration,Cumulative Daily,Pfizer,01/24/2021,240138,01/30/2021,7234
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,01/24/2021,86,01/30/2021,7235
Vaccine Administration,Administration,Cumulative Weekly,All COVID Vaccines,01/24/2021,565519,01/30/2021,7236
Vaccine Administration,Administration,Cumulative Weekly,Moderna,01/24/2021,291660,01/30/2021,7237
Vaccine Administration,Administration,Cumulative Weekly,Pfizer,01/24/2021,273755,01/30/2021,7238
Vaccine Administration,Administration,Cumulative Weekly,Unspecified COVID Vaccine,01/24/2021,93,01/30/2021,7239
Vaccine Administration,Administration,Daily,All COVID Vaccines,01/24/2021,6628,01/30/2021,7240
Vaccine Administration,Administration,Daily,Moderna,01/24/2021,3380,01/30/2021,7241
Vaccine Administration,Administration,Daily,Pfizer,01/24/2021,3248,01/30/2021,7242
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,01/24/2021,0,01/30/2021,7243
Vaccine Administration,Administration,Weekly,All COVID Vaccines,01/24/2021,98739,01/30/2021,7244
Vaccine Administration,Administration,Weekly,Moderna,01/24/2021,61867,01/30/2021,7245
Vaccine Administration,Administration,Weekly,Pfizer,01/24/2021,36865,01/30/2021,7246
Vaccine Administration,Administration,Weekly,Unspecified COVID Vaccine,01/24/2021,7,01/30/2021,7247
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,01/25/2021,490580,01/30/2021,7248
Vaccine Administration,Administration,Cumulative Daily,Moderna,01/25/2021,245959,01/30/2021,7249
Vaccine Administration,Administration,Cumulative Daily,Pfizer,01/25/2021,244548,01/30/2021,7250
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,01/25/2021,88,01/30/2021,7251
Vaccine Administration,Administration,Daily,All COVID Vaccines,01/25/2021,17198,01/30/2021,7252
Vaccine Administration,Administration,Daily,Moderna,01/25/2021,12786,01/30/2021,7253
Vaccine Administration,Administration,Daily,Pfizer,01/25/2021,4410,01/30/2021,7254
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,01/25/2021,2,01/30/2021,7255
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,01/26/2021,508670,01/30/2021,7256
Vaccine Administration,Administration,Cumulative Daily,Moderna,01/26/2021,258979,01/30/2021,7257
Vaccine Administration,Administration,Cumulative Daily,Pfizer,01/26/2021,249617,01/30/2021,7258
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,01/26/2021,89,01/30/2021,7259
Vaccine Administration,Administration,Daily,All COVID Vaccines,01/26/2021,18090,01/30/2021,7260
Vaccine Administration,Administration,Daily,Moderna,01/26/2021,13020,01/30/2021,7261
Vaccine Administration,Administration,Daily,Pfizer,01/26/2021,5069,01/30/2021,7262
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,01/26/2021,1,01/30/2021,7263
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,01/27/2021,531868,01/30/2021,7264
Vaccine Administration,Administration,Cumulative Daily,Moderna,01/27/2021,273417,01/30/2021,7265
Vaccine Administration,Administration,Cumulative Daily,Pfizer,01/27/2021,258378,01/30/2021,7266
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,01/27/2021,89,01/30/2021,7267
Vaccine Administration,Administration,Daily,All COVID Vaccines,01/27/2021,23198,01/30/2021,7268
Vaccine Administration,Administration,Daily,Moderna,01/27/2021,14438,01/30/2021,7269
Vaccine Administration,Administration,Daily,Pfizer,01/27/2021,8761,01/30/2021,7270
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,01/27/2021,0,01/30/2021,7271
Vaccine Administration,Administration,Daily,All COVID Vaccines,01/17/2021,3877,01/30/2021,7272
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,01/28/2021,551209,01/30/2021,7273
Vaccine Administration,Administration,Cumulative Daily,Moderna,01/28/2021,286019,01/30/2021,7274
Vaccine Administration,Administration,Cumulative Daily,Pfizer,01/28/2021,265116,01/30/2021,7275
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,01/28/2021,93,01/30/2021,7276
Vaccine Administration,Administration,Cumulative Daily,Pfizer,01/01/2021,65261,01/30/2021,7277
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/27/2020,72943,01/30/2021,7278
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,01/01/2021,19,01/30/2021,7279
Vaccine Administration,Administration,Daily,Moderna,01/28/2021,12602,01/30/2021,7280
Vaccine Administration,Administration,Daily,Pfizer,01/28/2021,6738,01/30/2021,7281
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,01/28/2021,4,01/30/2021,7282
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,01/29/2021,565489,01/30/2021,7283
Vaccine Administration,Administration,Cumulative Daily,Moderna,01/29/2021,291660,01/30/2021,7284
Vaccine Administration,Administration,Cumulative Daily,Pfizer,01/29/2021,273755,01/30/2021,7285
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,01/29/2021,93,01/30/2021,7286
Vaccine Administration,Administration,Weekly,Unspecified COVID Vaccine,12/20/2020,8,01/30/2021,7287
Vaccine Administration,Administration,Daily,All COVID Vaccines,01/29/2021,14280,01/30/2021,7288
Vaccine Administration,Administration,Daily,Moderna,01/29/2021,5641,01/30/2021,7289
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/21/2020,42435,01/30/2021,7290
Vaccine Administration,Administration,Daily,Pfizer,01/29/2021,8639,01/30/2021,7291
Vaccine Administration,Administration,Daily,Moderna,01/17/2021,2166,01/30/2021,7292
Vaccine Administration,Administration,Cumulative Daily,Moderna,12/27/2020,21349,01/30/2021,7293
Vaccine Administration,Administration,Daily,All COVID Vaccines,01/01/2021,905,01/30/2021,7294
Vaccine Administration,Administration,Daily,Moderna,01/08/2021,13626,01/30/2021,7295
