OBJECTID,Name,Population,desc_,attribute,attr_date,metric,value,rep_date,Shape__Area,Shape__Length
1790,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,3/28/20,Deaths,83,4/4/20,28.039425,22.01992042
1791,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,3/29/20,Deaths,88,4/4/20,28.039425,22.01992042
1792,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,3/30/20,Deaths,95,4/4/20,28.039425,22.01992042
1793,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,3/31/20,Deaths,103,4/4/20,28.039425,22.01992042
1794,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,4/1/20,Deaths,114,4/4/20,28.039425,22.01992042
1795,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,4/2/20,Deaths,121,4/4/20,28.039425,22.01992042
1796,Colorado,5694287,Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,,4/3/20,Deaths,126,4/4/20,28.039425,22.01992042
1797,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,2/20/20,Cases,1,4/4/20,28.039425,22.01992042
1798,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,2/26/20,Cases,2,4/4/20,28.039425,22.01992042
1799,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,2/27/20,Cases,3,4/4/20,28.039425,22.01992042
1800,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,2/28/20,Cases,6,4/4/20,28.039425,22.01992042
1801,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/1/20,Cases,11,4/4/20,28.039425,22.01992042
1802,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/2/20,Cases,15,4/4/20,28.039425,22.01992042
1803,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/3/20,Cases,18,4/4/20,28.039425,22.01992042
1804,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/4/20,Cases,27,4/4/20,28.039425,22.01992042
1805,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/5/20,Cases,36,4/4/20,28.039425,22.01992042
1806,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/6/20,Cases,48,4/4/20,28.039425,22.01992042
1807,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/7/20,Cases,53,4/4/20,28.039425,22.01992042
1808,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/8/20,Cases,69,4/4/20,28.039425,22.01992042
1809,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/9/20,Cases,92,4/4/20,28.039425,22.01992042
1810,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/10/20,Cases,110,4/4/20,28.039425,22.01992042
1811,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/11/20,Cases,136,4/4/20,28.039425,22.01992042
1812,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/12/20,Cases,157,4/4/20,28.039425,22.01992042
1813,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/13/20,Cases,190,4/4/20,28.039425,22.01992042
1814,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/14/20,Cases,216,4/4/20,28.039425,22.01992042
1815,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/15/20,Cases,250,4/4/20,28.039425,22.01992042
1816,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/16/20,Cases,290,4/4/20,28.039425,22.01992042
1817,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/17/20,Cases,327,4/4/20,28.039425,22.01992042
1818,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/18/20,Cases,371,4/4/20,28.039425,22.01992042
1819,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/19/20,Cases,408,4/4/20,28.039425,22.01992042
1820,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/20/20,Cases,440,4/4/20,28.039425,22.01992042
1821,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/21/20,Cases,467,4/4/20,28.039425,22.01992042
1822,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/22/20,Cases,504,4/4/20,28.039425,22.01992042
1823,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/23/20,Cases,555,4/4/20,28.039425,22.01992042
1824,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/24/20,Cases,590,4/4/20,28.039425,22.01992042
1825,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/25/20,Cases,651,4/4/20,28.039425,22.01992042
1826,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/26/20,Cases,688,4/4/20,28.039425,22.01992042
1827,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/27/20,Cases,733,4/4/20,28.039425,22.01992042
1828,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/28/20,Cases,764,4/4/20,28.039425,22.01992042
1829,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/29/20,Cases,783,4/4/20,28.039425,22.01992042
1830,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/30/20,Cases,819,4/4/20,28.039425,22.01992042
1831,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,3/31/20,Cases,844,4/4/20,28.039425,22.01992042
1832,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,4/1/20,Cases,863,4/4/20,28.039425,22.01992042
1833,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,4/2/20,Cases,871,4/4/20,28.039425,22.01992042
1834,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,4/3/20,Cases,875,4/4/20,28.039425,22.01992042
1835,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,3/9/20,Cases,3,4/4/20,28.039425,22.01992042
1836,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,3/10/20,Cases,5,4/4/20,28.039425,22.01992042
1837,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,3/11/20,Cases,7,4/4/20,28.039425,22.01992042
1838,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,3/12/20,Cases,9,4/4/20,28.039425,22.01992042
1839,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,3/13/20,Cases,13,4/4/20,28.039425,22.01992042
1840,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,3/14/20,Cases,18,4/4/20,28.039425,22.01992042
1841,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,3/15/20,Cases,20,4/4/20,28.039425,22.01992042
1842,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,3/16/20,Cases,26,4/4/20,28.039425,22.01992042
1843,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,3/17/20,Cases,32,4/4/20,28.039425,22.01992042
1844,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,3/18/20,Cases,41,4/4/20,28.039425,22.01992042
1845,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,3/19/20,Cases,53,4/4/20,28.039425,22.01992042
1846,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,3/20/20,Cases,71,4/4/20,28.039425,22.01992042
1847,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,3/21/20,Cases,97,4/4/20,28.039425,22.01992042
1848,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,3/22/20,Cases,126,4/4/20,28.039425,22.01992042
1849,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,3/23/20,Cases,169,4/4/20,28.039425,22.01992042
1850,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,3/24/20,Cases,205,4/4/20,28.039425,22.01992042
1851,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,3/25/20,Cases,263,4/4/20,28.039425,22.01992042
1852,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,3/26/20,Cases,326,4/4/20,28.039425,22.01992042
1853,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,3/27/20,Cases,390,4/4/20,28.039425,22.01992042
1854,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,3/28/20,Cases,450,4/4/20,28.039425,22.01992042
1855,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,3/29/20,Cases,539,4/4/20,28.039425,22.01992042
1856,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,3/30/20,Cases,637,4/4/20,28.039425,22.01992042
1857,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,3/31/20,Cases,711,4/4/20,28.039425,22.01992042
1858,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,4/1/20,Cases,774,4/4/20,28.039425,22.01992042
1859,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,4/2/20,Cases,849,4/4/20,28.039425,22.01992042
1860,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,4/3/20,Cases,875,4/4/20,28.039425,22.01992042
1861,Colorado,5694287,COVID-19 in Colorado by Age Group,0-9,,Percent of Cases,0.99,4/5/20,28.039425,22.01992042
1862,Colorado,5694287,COVID-19 in Colorado by Age Group,19-Oct,,Percent of Cases,1.88,4/5/20,28.039425,22.01992042
1863,Colorado,5694287,COVID-19 in Colorado by Age Group,20-29,,Percent of Cases,13.76,4/5/20,28.039425,22.01992042
1864,Colorado,5694287,COVID-19 in Colorado by Age Group,30-39,,Percent of Cases,16.2,4/5/20,28.039425,22.01992042
1865,Colorado,5694287,COVID-19 in Colorado by Age Group,40-49,,Percent of Cases,15.92,4/5/20,28.039425,22.01992042
1866,Colorado,5694287,COVID-19 in Colorado by Age Group,50-59,,Percent of Cases,18.44,4/5/20,28.039425,22.01992042
1867,Colorado,5694287,COVID-19 in Colorado by Age Group,60-69,,Percent of Cases,14.83,4/5/20,28.039425,22.01992042
1868,Colorado,5694287,COVID-19 in Colorado by Age Group,70-79,,Percent of Cases,10.34,4/5/20,28.039425,22.01992042
1869,Colorado,5694287,COVID-19 in Colorado by Age Group,80+,,Percent of Cases,7.29,4/5/20,28.039425,22.01992042
1870,Colorado,5694287,COVID-19 in Colorado by Age Group,Unknown,,Percent of Cases,0.34,4/5/20,28.039425,22.01992042
1871,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","0-9, Hospitalized",,Cases,5,4/5/20,28.039425,22.01992042
1872,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","0-9, Not Hospitalized",,Cases,44,4/5/20,28.039425,22.01992042
1873,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","10-19, Hospitalized",,Cases,2,4/5/20,28.039425,22.01992042
1874,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","10-19, Not Hospitalized",,Cases,91,4/5/20,28.039425,22.01992042
1875,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","20-29, Hospitalized",,Cases,23,4/5/20,28.039425,22.01992042
1876,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","20-29, Not Hospitalized",,Cases,658,4/5/20,28.039425,22.01992042
1877,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","30-39, Deaths",,Cases,1,4/5/20,28.039425,22.01992042
1878,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","30-39, Hospitalized",,Cases,67,4/5/20,28.039425,22.01992042
1879,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","30-39, Not Hospitalized",,Cases,734,4/5/20,28.039425,22.01992042
1880,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Deaths",,Cases,5,4/5/20,28.039425,22.01992042
1881,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Hospitalized",,Cases,97,4/5/20,28.039425,22.01992042
1882,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Not Hospitalized",,Cases,686,4/5/20,28.039425,22.01992042
1883,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Deaths",,Cases,8,4/5/20,28.039425,22.01992042
1884,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Hospitalized",,Cases,177,4/5/20,28.039425,22.01992042
1885,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Not Hospitalized",,Cases,728,4/5/20,28.039425,22.01992042
1886,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Deaths",,Cases,14,4/5/20,28.039425,22.01992042
1887,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Hospitalized",,Cases,190,4/5/20,28.039425,22.01992042
1888,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Not Hospitalized",,Cases,530,4/5/20,28.039425,22.01992042
1889,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Deaths",,Cases,35,4/5/20,28.039425,22.01992042
1890,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Hospitalized",,Cases,176,4/5/20,28.039425,22.01992042
1891,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Not Hospitalized",,Cases,301,4/5/20,28.039425,22.01992042
1892,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Deaths",,Cases,77,4/5/20,28.039425,22.01992042
1893,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Hospitalized",,Cases,100,4/5/20,28.039425,22.01992042
1894,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Not Hospitalized",,Cases,184,4/5/20,28.039425,22.01992042
1895,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","Unknown, Not Hospitalized",,Cases,17,4/5/20,28.039425,22.01992042
1896,Colorado,5694287,Cases of COVID-19 in Colorado by Date of Illness Onset,,2/6/20,Cases,1,4/5/20,28.039425,22.01992042
1897,Colorado,5694287,Cases of COVID-19 in Colorado by Date of Illness Onset,,2/14/20,Cases,1,4/5/20,28.039425,22.01992042
1898,Colorado,5694287,Cases of COVID-19 in Colorado by Date of Illness Onset,,2/15/20,Cases,1,4/5/20,28.039425,22.01992042
1899,Colorado,5694287,Cases of COVID-19 in Colorado by Date of Illness Onset,,2/17/20,Cases,1,4/5/20,28.039425,22.01992042
1900,Colorado,5694287,Cases of COVID-19 in Colorado by Date of Illness Onset,,2/18/20,Cases,1,4/5/20,28.039425,22.01992042
1901,Colorado,5694287,Cases of COVID-19 in Colorado by Date of Illness Onset,,2/19/20,Cases,1,4/5/20,28.039425,22.01992042
1902,Colorado,5694287,Cases of COVID-19 in Colorado by Date of Illness Onset,,2/20/20,Cases,4,4/5/20,28.039425,22.01992042
1903,Colorado,5694287,Cases of COVID-19 in Colorado by Date of Illness Onset,,2/21/20,Cases,1,4/5/20,28.039425,22.01992042
1904,Colorado,5694287,Cases of COVID-19 in Colorado by Date of Illness Onset,,2/23/20,Cases,2,4/5/20,28.039425,22.01992042
1905,Colorado,5694287,Cases of COVID-19 in Colorado by Date of Illness Onset,,2/24/20,Cases,2,4/5/20,28.039425,22.01992042
1906,Colorado,5694287,Cases of COVID-19 in Colorado by Date of Illness Onset,,2/25/20,Cases,1,4/5/20,28.039425,22.01992042
1907,Colorado,5694287,Cases of COVID-19 in Colorado by Date of Illness Onset,,2/26/20,Cases,1,4/5/20,28.039425,22.01992042
1908,Colorado,5694287,Cases of COVID-19 in Colorado by Date of Illness Onset,,2/27/20,Cases,4,4/5/20,28.039425,22.01992042
1909,Colorado,5694287,Cases of COVID-19 in Colorado by Date of Illness Onset,,2/28/20,Cases,6,4/5/20,28.039425,22.01992042
1910,Colorado,5694287,Cases of COVID-19 in Colorado by Date of Illness Onset,,2/29/20,Cases,3,4/5/20,28.039425,22.01992042
1911,Colorado,5694287,Cases of COVID-19 in Colorado by Date of Illness Onset,,3/1/20,Cases,20,4/5/20,28.039425,22.01992042
1912,Colorado,5694287,Cases of COVID-19 in Colorado by Date of Illness Onset,,3/2/20,Cases,15,4/5/20,28.039425,22.01992042
1913,Colorado,5694287,Cases of COVID-19 in Colorado by Date of Illness Onset,,3/3/20,Cases,23,4/5/20,28.039425,22.01992042
1914,Colorado,5694287,Cases of COVID-19 in Colorado by Date of Illness Onset,,3/4/20,Cases,26,4/5/20,28.039425,22.01992042
1915,Colorado,5694287,Cases of COVID-19 in Colorado by Date of Illness Onset,,3/5/20,Cases,20,4/5/20,28.039425,22.01992042
1916,Colorado,5694287,Cases of COVID-19 in Colorado by Date of Illness Onset,,3/6/20,Cases,39,4/5/20,28.039425,22.01992042
1917,Colorado,5694287,Cases of COVID-19 in Colorado by Date of Illness Onset,,3/7/20,Cases,33,4/5/20,28.039425,22.01992042
1918,Colorado,5694287,Cases of COVID-19 in Colorado by Date of Illness Onset,,3/8/20,Cases,59,4/5/20,28.039425,22.01992042
1919,Colorado,5694287,Cases of COVID-19 in Colorado by Date of Illness Onset,,3/9/20,Cases,106,4/5/20,28.039425,22.01992042
1920,Colorado,5694287,Cases of COVID-19 in Colorado by Date of Illness Onset,,3/10/20,Cases,108,4/5/20,28.039425,22.01992042
1921,Colorado,5694287,Cases of COVID-19 in Colorado by Date of Illness Onset,,3/11/20,Cases,99,4/5/20,28.039425,22.01992042
1922,Colorado,5694287,Cases of COVID-19 in Colorado by Date of Illness Onset,,3/12/20,Cases,123,4/5/20,28.039425,22.01992042
1923,Colorado,5694287,Cases of COVID-19 in Colorado by Date of Illness Onset,,3/13/20,Cases,138,4/5/20,28.039425,22.01992042
1924,Colorado,5694287,Cases of COVID-19 in Colorado by Date of Illness Onset,,3/14/20,Cases,120,4/5/20,28.039425,22.01992042
1925,Colorado,5694287,Cases of COVID-19 in Colorado by Date of Illness Onset,,3/15/20,Cases,129,4/5/20,28.039425,22.01992042
1926,Colorado,5694287,Cases of COVID-19 in Colorado by Date of Illness Onset,,3/16/20,Cases,187,4/5/20,28.039425,22.01992042
1927,Colorado,5694287,Cases of COVID-19 in Colorado by Date of Illness Onset,,3/17/20,Cases,223,4/5/20,28.039425,22.01992042
1928,Colorado,5694287,Cases of COVID-19 in Colorado by Date of Illness Onset,,3/18/20,Cases,238,4/5/20,28.039425,22.01992042
1929,Colorado,5694287,Cases of COVID-19 in Colorado by Date of Illness Onset,,3/19/20,Cases,171,4/5/20,28.039425,22.01992042
1930,Colorado,5694287,Cases of COVID-19 in Colorado by Date of Illness Onset,,3/20/20,Cases,175,4/5/20,28.039425,22.01992042
1931,Colorado,5694287,Cases of COVID-19 in Colorado by Date of Illness Onset,,3/21/20,Cases,118,4/5/20,28.039425,22.01992042
1932,Colorado,5694287,Cases of COVID-19 in Colorado by Date of Illness Onset,,3/22/20,Cases,113,4/5/20,28.039425,22.01992042
1933,Colorado,5694287,Cases of COVID-19 in Colorado by Date of Illness Onset,,3/23/20,Cases,276,4/5/20,28.039425,22.01992042
1934,Colorado,5694287,Cases of COVID-19 in Colorado by Date of Illness Onset,,3/24/20,Cases,235,4/5/20,28.039425,22.01992042
1935,Colorado,5694287,Cases of COVID-19 in Colorado by Date of Illness Onset,,3/25/20,Cases,264,4/5/20,28.039425,22.01992042
1936,Colorado,5694287,Cases of COVID-19 in Colorado by Date of Illness Onset,,3/26/20,Cases,229,4/5/20,28.039425,22.01992042
1937,Colorado,5694287,Cases of COVID-19 in Colorado by Date of Illness Onset,,3/27/20,Cases,224,4/5/20,28.039425,22.01992042
1938,Colorado,5694287,Cases of COVID-19 in Colorado by Date of Illness Onset,,3/28/20,Cases,122,4/5/20,28.039425,22.01992042
1939,Colorado,5694287,Cases of COVID-19 in Colorado by Date of Illness Onset,,3/29/20,Cases,121,4/5/20,28.039425,22.01992042
1940,Colorado,5694287,Cases of COVID-19 in Colorado by Date of Illness Onset,,3/30/20,Cases,321,4/5/20,28.039425,22.01992042
1941,Colorado,5694287,Cases of COVID-19 in Colorado by Date of Illness Onset,,3/31/20,Cases,280,4/5/20,28.039425,22.01992042
1942,Colorado,5694287,Cases of COVID-19 in Colorado by Date of Illness Onset,,4/1/20,Cases,281,4/5/20,28.039425,22.01992042
1943,Colorado,5694287,Cases of COVID-19 in Colorado by Date of Illness Onset,,4/2/20,Cases,166,4/5/20,28.039425,22.01992042
1944,Colorado,5694287,Cases of COVID-19 in Colorado by Date of Illness Onset,,4/3/20,Cases,82,4/5/20,28.039425,22.01992042
1945,Colorado,5694287,Cases of COVID-19 in Colorado by Date of Illness Onset,,4/4/20,Cases,36,4/5/20,28.039425,22.01992042
1946,Colorado,5694287,COVID-19 in Colorado by Sex,Female,,Percent of Cases,51.82,4/5/20,28.039425,22.01992042
1947,Colorado,5694287,COVID-19 in Colorado by Sex,Male,,Percent of Cases,47.68,4/5/20,28.039425,22.01992042
1948,Colorado,5694287,COVID-19 in Colorado by Sex,Unknown,,Percent of Cases,0.51,4/5/20,28.039425,22.01992042
1949,Colorado,5694287,Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,,2/6/20,Cases,1,4/5/20,28.039425,22.01992042
1950,Colorado,5694287,Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,,2/14/20,Cases,2,4/5/20,28.039425,22.01992042
1951,Colorado,5694287,Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,,2/15/20,Cases,3,4/5/20,28.039425,22.01992042
1952,Colorado,5694287,Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,,2/17/20,Cases,4,4/5/20,28.039425,22.01992042
1953,Colorado,5694287,Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,,2/18/20,Cases,5,4/5/20,28.039425,22.01992042
1954,Colorado,5694287,Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,,2/19/20,Cases,6,4/5/20,28.039425,22.01992042
1955,Colorado,5694287,Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,,2/20/20,Cases,10,4/5/20,28.039425,22.01992042
1956,Colorado,5694287,Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,,2/21/20,Cases,11,4/5/20,28.039425,22.01992042
1957,Colorado,5694287,Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,,2/23/20,Cases,13,4/5/20,28.039425,22.01992042
1958,Colorado,5694287,Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,,2/24/20,Cases,15,4/5/20,28.039425,22.01992042
1959,Colorado,5694287,Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,,2/25/20,Cases,16,4/5/20,28.039425,22.01992042
1960,Colorado,5694287,Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,,2/26/20,Cases,17,4/5/20,28.039425,22.01992042
1961,Colorado,5694287,Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,,2/27/20,Cases,21,4/5/20,28.039425,22.01992042
1962,Colorado,5694287,Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,,2/28/20,Cases,27,4/5/20,28.039425,22.01992042
1963,Colorado,5694287,Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,,2/29/20,Cases,30,4/5/20,28.039425,22.01992042
1964,Colorado,5694287,Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,,3/1/20,Cases,50,4/5/20,28.039425,22.01992042
1965,Colorado,5694287,Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,,3/2/20,Cases,65,4/5/20,28.039425,22.01992042
1966,Colorado,5694287,Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,,3/3/20,Cases,88,4/5/20,28.039425,22.01992042
1967,Colorado,5694287,Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,,3/4/20,Cases,114,4/5/20,28.039425,22.01992042
1968,Colorado,5694287,Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,,3/5/20,Cases,134,4/5/20,28.039425,22.01992042
1969,Colorado,5694287,Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,,3/6/20,Cases,173,4/5/20,28.039425,22.01992042
1970,Colorado,5694287,Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,,3/7/20,Cases,206,4/5/20,28.039425,22.01992042
1971,Colorado,5694287,Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,,3/8/20,Cases,265,4/5/20,28.039425,22.01992042
1972,Colorado,5694287,Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,,3/9/20,Cases,371,4/5/20,28.039425,22.01992042
