Name,Population,Desc_,attribute,attr_date,metric,value,rep_date,ObjectId
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,,Percent of Cases,0.55,4/24/2020,1490
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,,Percent of Deaths,0.96,4/24/2020,1491
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,Other,,Percent of Cases,0.91,4/24/2020,1492
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,Other,,Percent of Deaths,0.16,4/24/2020,1493
Colorado,5694287,COVID-19 in Colorado by Age Group,Unknown,,Percent of Cases,0.38,4/24/2020,1494
Colorado,5694287,COVID-19 in Colorado by Sex,Unknown,,Percent of Cases,1.1,4/24/2020,1495
Colorado,5694287,COVID-19 in Colorado by Sex,Unknown,,Percent of Deaths,0.89,4/24/2020,1496
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","Unknown, Not Hospitalized",,Cases,47,4/24/2020,1497
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,,Percent of Cases,52.67,4/24/2020,1498
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,,Percent of Deaths,69.65,4/24/2020,1499
Colorado,5694287,COVID-19 in Colorado by Age Group,10-19,,Percent of Cases,2.63,4/25/2020,1500
Colorado,5694287,COVID-19 in Colorado by Age Group,0-9,,Percent of Cases,1.15,4/25/2020,1501
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","0-9, Hospitalized",,Cases,14,4/25/2020,1502
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","0-9, Not Hospitalized",,Cases,135,4/25/2020,1503
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","10-19, Deaths",,Cases,1,4/25/2020,1504
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","10-19, Hospitalized",,Cases,16,4/25/2020,1505
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","10-19, Not Hospitalized",,Cases,324,4/25/2020,1506
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Not Hospitalized",,Cases,960,4/18/2020,1507
Colorado,5694287,COVID-19 in Colorado by Age Group,70-79,,Percent of Cases,9.56,4/18/2020,1508
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Deaths",,Cases,109,4/18/2020,1509
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Hospitalized",,Cases,276,4/18/2020,1510
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Not Hospitalized",,Cases,517,4/18/2020,1511
Colorado,5694287,COVID-19 in Colorado by Age Group,80+,,Percent of Cases,8.09,4/18/2020,1512
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Deaths",,Cases,205,4/18/2020,1513
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Hospitalized",,Cases,182,4/18/2020,1514
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Not Hospitalized",,Cases,376,4/18/2020,1515
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,,Percent of Cases,0.51,4/18/2020,1516
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,,Percent of Deaths,0.27,4/18/2020,1517
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,,Percent of Cases,2.54,4/18/2020,1518
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,,Percent of Deaths,2.93,4/18/2020,1519
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,,Percent of Cases,7.22,4/18/2020,1520
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,,Percent of Deaths,8.24,4/18/2020,1521
Colorado,5694287,COVID-19 in Colorado by Sex,Female,,Percent of Cases,52.3,4/18/2020,1522
Colorado,5694287,COVID-19 in Colorado by Sex,Female,,Percent of Deaths,40.88,4/18/2020,1523
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",,Percent of Cases,30.82,4/18/2020,1524
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",,Percent of Deaths,16.49,4/18/2020,1525
Colorado,5694287,COVID-19 in Colorado by Sex,Male,,Percent of Cases,47.25,4/18/2020,1526
Colorado,5694287,COVID-19 in Colorado by Sex,Male,,Percent of Deaths,58.64,4/18/2020,1527
Colorado,5694287,COVID-19 in Colorado by Sex,Male to Female,,Percent of Cases,0.01,4/18/2020,1528
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,,Percent of Cases,1.55,4/18/2020,1529
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,,Percent of Deaths,0.8,4/18/2020,1530
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,,Percent of Cases,0.55,4/18/2020,1531
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,,Percent of Deaths,1.06,4/18/2020,1532
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,Other,,Percent of Cases,1.09,4/18/2020,1533
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,Other,,Percent of Deaths,0,4/18/2020,1534
Colorado,5694287,COVID-19 in Colorado by Age Group,Unknown,,Percent of Cases,0.33,4/18/2020,1535
Colorado,5694287,COVID-19 in Colorado by Sex,Unknown,,Percent of Cases,0.45,4/18/2020,1536
Colorado,5694287,COVID-19 in Colorado by Sex,Unknown,,Percent of Deaths,0.49,4/18/2020,1537
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","Unknown, Not Hospitalized",,Cases,31,4/18/2020,1538
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,,Percent of Cases,55.72,4/18/2020,1539
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,,Percent of Deaths,70.21,4/18/2020,1540
Colorado,5694287,COVID-19 in Colorado by Age Group,10-19,,Percent of Cases,2.29,4/19/2020,1541
Colorado,5694287,COVID-19 in Colorado by Age Group,0-9,,Percent of Cases,1.09,4/19/2020,1542
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","0-9, Hospitalized",,Cases,9,4/19/2020,1543
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","0-9, Not Hospitalized",,Cases,97,4/19/2020,1544
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","10-19, Hospitalized",,Cases,9,4/19/2020,1545
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","10-19, Not Hospitalized",,Cases,214,4/19/2020,1546
Colorado,5694287,COVID-19 in Colorado by Age Group,20-29,,Percent of Cases,13.57,4/19/2020,1547
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","20-29, Deaths",,Cases,3,4/19/2020,1548
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","20-29, Hospitalized",,Cases,65,4/19/2020,1549
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","20-29, Not Hospitalized",,Cases,1252,4/19/2020,1550
Colorado,5694287,COVID-19 in Colorado by Age Group,30-39,,Percent of Cases,16.31,4/19/2020,1551
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","30-39, Deaths",,Cases,2,4/19/2020,1552
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,,Percent of Deaths,3.23,4/22/2020,1553
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,,Percent of Cases,7.55,4/22/2020,1554
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,,Percent of Deaths,7.31,4/22/2020,1555
Colorado,5694287,COVID-19 in Colorado by Sex,Female,,Percent of Cases,52.03,4/22/2020,1556
Colorado,5694287,COVID-19 in Colorado by Sex,Female,,Percent of Deaths,39.57,4/22/2020,1557
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",,Percent of Cases,32,4/22/2020,1558
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",,Percent of Deaths,17.2,4/22/2020,1559
Colorado,5694287,COVID-19 in Colorado by Sex,Male,,Percent of Cases,46.98,4/22/2020,1560
Colorado,5694287,COVID-19 in Colorado by Sex,Male,,Percent of Deaths,59.65,4/22/2020,1561
Colorado,5694287,COVID-19 in Colorado by Sex,Male to Female,,Percent of Cases,0.01,4/22/2020,1562
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,,Percent of Cases,1.63,4/22/2020,1563
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,,Percent of Deaths,0.86,4/22/2020,1564
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,,Percent of Cases,0.59,4/22/2020,1565
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,,Percent of Deaths,1.08,4/22/2020,1566
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,Other,,Percent of Cases,1.09,4/22/2020,1567
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,Other,,Percent of Deaths,0.43,4/22/2020,1568
Colorado,5694287,COVID-19 in Colorado by Age Group,Unknown,,Percent of Cases,0.41,4/22/2020,1569
Colorado,5694287,COVID-19 in Colorado by Sex,Unknown,,Percent of Cases,0.98,4/22/2020,1570
Colorado,5694287,COVID-19 in Colorado by Sex,Unknown,,Percent of Deaths,0.79,4/22/2020,1571
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","Unknown, Not Hospitalized",,Cases,45,4/22/2020,1572
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,,Percent of Cases,53.86,4/22/2020,1573
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,,Percent of Deaths,69.68,4/22/2020,1574
Colorado,5694287,COVID-19 in Colorado by Age Group,10-19,,Percent of Cases,2.5,4/23/2020,1575
Colorado,5694287,COVID-19 in Colorado by Age Group,0-9,,Percent of Cases,1.15,4/23/2020,1576
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","0-9, Hospitalized",,Cases,14,4/23/2020,1577
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","0-9, Not Hospitalized",,Cases,115,4/23/2020,1578
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","10-19, Hospitalized",,Cases,14,4/23/2020,1579
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","10-19, Not Hospitalized",,Cases,268,4/23/2020,1580
Colorado,5694287,COVID-19 in Colorado by Age Group,20-29,,Percent of Cases,13.25,4/23/2020,1581
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","20-29, Deaths",,Cases,4,4/23/2020,1582
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","20-29, Hospitalized",,Cases,84,4/23/2020,1583
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","20-29, Not Hospitalized",,Cases,1404,4/23/2020,1584
Colorado,5694287,COVID-19 in Colorado by Age Group,30-39,,Percent of Cases,16.15,4/23/2020,1585
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","30-39, Deaths",,Cases,3,4/23/2020,1586
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","30-39, Hospitalized",,Cases,181,4/23/2020,1587
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","30-39, Not Hospitalized",,Cases,1635,4/23/2020,1588
Colorado,5694287,COVID-19 in Colorado by Age Group,40-49,,Percent of Cases,16.59,4/23/2020,1589
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Deaths",,Cases,17,4/23/2020,1590
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Hospitalized",,Cases,267,4/23/2020,1591
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Not Hospitalized",,Cases,1584,4/23/2020,1592
Colorado,5694287,COVID-19 in Colorado by Age Group,50-59,,Percent of Cases,17.79,4/23/2020,1593
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Deaths",,Cases,30,4/23/2020,1594
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Hospitalized",,Cases,392,4/23/2020,1595
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Not Hospitalized",,Cases,1582,4/23/2020,1596
Colorado,5694287,COVID-19 in Colorado by Age Group,60-69,,Percent of Cases,13.99,4/23/2020,1597
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Deaths",,Cases,74,4/23/2020,1598
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Hospitalized",,Cases,415,4/23/2020,1599
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Not Hospitalized",,Cases,1087,4/23/2020,1600
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,,Percent of Cases,50.55,4/29/2020,1601
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,,Percent of Deaths,70.14,4/29/2020,1602
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,,Percent of Colorado Population,67.76,4/29/2020,1603
Colorado,5694287,COVID-19 in Colorado by Age Group,10-19,,Percent of Cases,3.09,4/30/2020,1604
Colorado,5694287,COVID-19 in Colorado by Age Group,10-19,,Percent of Deaths,0.13,4/30/2020,1605
Colorado,5694287,COVID-19 in Colorado by Age Group,10-19,,Percent of Colorado Population,13.11,4/30/2020,1606
Colorado,5694287,COVID-19 in Colorado by Age Group,0-9,,Percent of Cases,1.33,4/30/2020,1607
Colorado,5694287,COVID-19 in Colorado by Age Group,0-9,,Percent of Colorado Population,11.85,4/30/2020,1608
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","0-9, Hospitalized",,Cases,18,4/30/2020,1609
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","0-9, Not Hospitalized",,Cases,185,4/30/2020,1610
Colorado,5694287,COVID-19 in Colorado by Age Group,60-69,,Percent of Colorado Population,10.91,4/29/2020,1611
Colorado,5694287,COVID-19 in Colorado by Age Group,40-49,,Percent of Colorado Population,13.04,4/28/2020,1612
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,,Percent of Cases,0.48,4/27/2020,1613
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","Unknown, Deaths",,Cases,1,4/25/2020,1614
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,,Percent of Colorado Population,0.12,4/28/2020,1615
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","10-19, Deaths",,Cases,1,4/30/2020,1616
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","10-19, Hospitalized",,Cases,17,4/30/2020,1617
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","10-19, Not Hospitalized",,Cases,454,4/30/2020,1618
Colorado,5694287,COVID-19 in Colorado by Age Group,20-29,,Percent of Cases,14.17,4/30/2020,1619
Colorado,5694287,COVID-19 in Colorado by Age Group,20-29,,Percent of Deaths,0.51,4/30/2020,1620
Colorado,5694287,COVID-19 in Colorado by Age Group,20-29,,Percent of Colorado Population,14.61,4/30/2020,1621
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","20-29, Deaths",,Cases,4,4/30/2020,1622
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","20-29, Hospitalized",,Cases,104,4/30/2020,1623
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","20-29, Not Hospitalized",,Cases,2058,4/30/2020,1624
Colorado,5694287,COVID-19 in Colorado by Age Group,30-39,,Percent of Cases,16.7,4/30/2020,1625
Colorado,5694287,COVID-19 in Colorado by Age Group,30-39,,Percent of Deaths,0.51,4/30/2020,1626
Colorado,5694287,COVID-19 in Colorado by Age Group,30-39,,Percent of Colorado Population,14.56,4/30/2020,1627
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","30-39, Deaths",,Cases,4,4/30/2020,1628
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","30-39, Hospitalized",,Cases,216,4/30/2020,1629
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","30-39, Not Hospitalized",,Cases,2332,4/30/2020,1630
Colorado,5694287,COVID-19 in Colorado by Age Group,40-49,,Percent of Cases,16.89,4/30/2020,1631
Colorado,5694287,COVID-19 in Colorado by Age Group,40-49,,Percent of Deaths,2.7,4/30/2020,1632
Colorado,5694287,COVID-19 in Colorado by Age Group,40-49,,Percent of Colorado Population,13.04,4/30/2020,1633
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Deaths",,Cases,21,4/30/2020,1634
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Hospitalized",,Cases,320,4/30/2020,1635
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Not Hospitalized",,Cases,2240,4/30/2020,1636
Colorado,5694287,COVID-19 in Colorado by Age Group,50-59,,Percent of Cases,17.26,4/30/2020,1637
Colorado,5694287,COVID-19 in Colorado by Age Group,50-59,,Percent of Deaths,4.5,4/30/2020,1638
Colorado,5694287,COVID-19 in Colorado by Age Group,50-59,,Percent of Colorado Population,12.67,4/30/2020,1639
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Deaths",,Cases,35,4/30/2020,1640
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Hospitalized",,Cases,481,4/30/2020,1641
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Not Hospitalized",,Cases,2122,4/30/2020,1642
Colorado,5694287,COVID-19 in Colorado by Age Group,60-69,,Percent of Cases,13.03,4/30/2020,1643
Colorado,5694287,COVID-19 in Colorado by Age Group,60-69,,Percent of Deaths,13.13,4/30/2020,1644
Colorado,5694287,COVID-19 in Colorado by Age Group,60-69,,Percent of Colorado Population,10.91,4/30/2020,1645
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Deaths",,Cases,102,4/30/2020,1646
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Hospitalized",,Cases,488,4/30/2020,1647
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Not Hospitalized",,Cases,1401,4/30/2020,1648
Colorado,5694287,COVID-19 in Colorado by Age Group,70-79,,Percent of Cases,8.54,4/30/2020,1649
Colorado,5694287,COVID-19 in Colorado by Age Group,70-79,,Percent of Deaths,24.32,4/30/2020,1650
Colorado,5694287,COVID-19 in Colorado by Age Group,70-79,,Percent of Colorado Population,6.12,4/30/2020,1651
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Deaths",,Cases,189,4/30/2020,1652
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Hospitalized",,Cases,385,4/30/2020,1653
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Not Hospitalized",,Cases,732,4/30/2020,1654
Colorado,5694287,COVID-19 in Colorado by Age Group,80+,,Percent of Cases,8.66,4/30/2020,1655
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Deaths",,Cases,99,4/29/2020,1656
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Hospitalized",,Cases,477,4/29/2020,1657
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Not Hospitalized",,Cases,1366,4/29/2020,1658
Colorado,5694287,COVID-19 in Colorado by Age Group,70-79,,Percent of Cases,8.63,4/29/2020,1659
Colorado,5694287,COVID-19 in Colorado by Age Group,70-79,,Percent of Deaths,24.67,4/29/2020,1660
Colorado,5694287,COVID-19 in Colorado by Age Group,70-79,,Percent of Colorado Population,6.12,4/29/2020,1661
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Deaths",,Cases,189,4/29/2020,1662
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Hospitalized",,Cases,375,4/29/2020,1663
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Not Hospitalized",,Cases,710,4/29/2020,1664
Colorado,5694287,COVID-19 in Colorado by Age Group,80+,,Percent of Cases,8.74,4/29/2020,1665
Colorado,5694287,COVID-19 in Colorado by Age Group,80+,,Percent of Deaths,53.79,4/29/2020,1666
Colorado,5694287,COVID-19 in Colorado by Age Group,80+,,Percent of Colorado Population,3.13,4/29/2020,1667
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Deaths",,Cases,412,4/29/2020,1668
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Hospitalized",,Cases,254,4/29/2020,1669
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Not Hospitalized",,Cases,624,4/29/2020,1670
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,,Percent of Cases,0.53,4/29/2020,1671
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,,Percent of Deaths,0.14,4/29/2020,1672
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,,Percent of Colorado Population,0.56,4/29/2020,1673
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,,Percent of Cases,2.68,4/29/2020,1674
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,,Percent of Deaths,3.66,4/29/2020,1675
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,,Percent of Colorado Population,3.12,4/29/2020,1676
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,,Percent of Cases,7.67,4/29/2020,1677
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,,Percent of Deaths,6.76,4/29/2020,1678
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,,Percent of Colorado Population,3.92,4/29/2020,1679
Colorado,5694287,COVID-19 in Colorado by Sex,Female,,Percent of Cases,50.96,4/29/2020,1680
Colorado,5694287,COVID-19 in Colorado by Sex,Female,,Percent of Deaths,42.3,4/29/2020,1681
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",,Percent of Cases,35.75,4/29/2020,1682
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",,Percent of Deaths,17.04,4/29/2020,1683
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",,Percent of Colorado Population,21.69,4/29/2020,1684
Colorado,5694287,COVID-19 in Colorado by Sex,Male,,Percent of Cases,47.76,4/29/2020,1685
Colorado,5694287,COVID-19 in Colorado by Sex,Male,,Percent of Deaths,56.66,4/29/2020,1686
Colorado,5694287,COVID-19 in Colorado by Sex,Male to Female,,Percent of Cases,0.01,4/29/2020,1687
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,,Percent of Cases,1.38,4/29/2020,1688
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,,Percent of Deaths,1.13,4/29/2020,1689
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,,Percent of Colorado Population,2.65,4/29/2020,1690
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,,Percent of Cases,0.53,4/29/2020,1691
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,,Percent of Deaths,0.7,4/29/2020,1692
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,,Percent of Colorado Population,0.12,4/29/2020,1693
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,Other,,Percent of Cases,0.91,4/29/2020,1694
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,Other,,Percent of Deaths,0.42,4/29/2020,1695
Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,Other,,Percent of Colorado Population,0.19,4/29/2020,1696
Colorado,5694287,COVID-19 in Colorado by Age Group,Unknown,,Percent of Cases,0.37,4/29/2020,1697
Colorado,5694287,COVID-19 in Colorado by Age Group,Unknown,,Percent of Deaths,0.13,4/29/2020,1698
Colorado,5694287,COVID-19 in Colorado by Age Group,Unknown,,Percent of Colorado Population,0,4/29/2020,1699
Colorado,5694287,COVID-19 in Colorado by Sex,Unknown,,Percent of Cases,1.27,4/29/2020,1700
Colorado,5694287,COVID-19 in Colorado by Sex,Unknown,,Percent of Deaths,1.04,4/29/2020,1701
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","Unknown, Deaths",,Cases,1,4/29/2020,1702
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","Unknown, Hospitalized",,Cases,1,4/29/2020,1703
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","Unknown, Not Hospitalized",,Cases,52,4/29/2020,1704
