OBJECTID,Name,Pop,Desc_,Attr_Date,Metric,Value,Rep_Date,Shape__Area,Shape__Length
183,Colorado,5694287,Positivity Data from Clinical Laboratories,04/15/2020,Total Tests per 100k People,26.3,06/03/2020,28.0394250010993,22.0199204177256
184,Colorado,5694287,Positivity Data from Clinical Laboratories,04/16/2020,Count of people tested by CDPHE lab,212,06/03/2020,28.0394250010993,22.0199204177256
185,Colorado,5694287,Positivity Data from Clinical Laboratories,04/16/2020,Count of people tested by non-CDPHE (commercial) lab,1497,06/03/2020,28.0394250010993,22.0199204177256
186,Colorado,5694287,Positivity Data from Clinical Laboratories,04/16/2020,Percent Positivity,19.1,06/03/2020,28.0394250010993,22.0199204177256
187,Colorado,5694287,Positivity Data from Clinical Laboratories,04/16/2020,Three-day Moving Average of Percent Positivity,23.1,06/03/2020,28.0394250010993,22.0199204177256
188,Colorado,5694287,Positivity Data from Clinical Laboratories,04/16/2020,Total Tests per 100k People,30,06/03/2020,28.0394250010993,22.0199204177256
189,Colorado,5694287,Positivity Data from Clinical Laboratories,04/17/2020,Count of people tested by CDPHE lab,216,06/03/2020,28.0394250010993,22.0199204177256
190,Colorado,5694287,Positivity Data from Clinical Laboratories,04/17/2020,Count of people tested by non-CDPHE (commercial) lab,1367,06/03/2020,28.0394250010993,22.0199204177256
191,Colorado,5694287,Positivity Data from Clinical Laboratories,04/17/2020,Percent Positivity,24.5,06/03/2020,28.0394250010993,22.0199204177256
192,Colorado,5694287,Positivity Data from Clinical Laboratories,04/17/2020,Three-day Moving Average of Percent Positivity,23.3,06/03/2020,28.0394250010993,22.0199204177256
193,Colorado,5694287,Positivity Data from Clinical Laboratories,04/17/2020,Total Tests per 100k People,27.8,06/03/2020,28.0394250010993,22.0199204177256
194,Colorado,5694287,Positivity Data from Clinical Laboratories,04/18/2020,Count of people tested by CDPHE lab,504,06/03/2020,28.0394250010993,22.0199204177256
195,Colorado,5694287,Positivity Data from Clinical Laboratories,04/18/2020,Count of people tested by non-CDPHE (commercial) lab,1333,06/03/2020,28.0394250010993,22.0199204177256
196,Colorado,5694287,Positivity Data from Clinical Laboratories,04/18/2020,Percent Positivity,13.6,06/03/2020,28.0394250010993,22.0199204177256
197,Colorado,5694287,Positivity Data from Clinical Laboratories,04/18/2020,Three-day Moving Average of Percent Positivity,19.1,06/03/2020,28.0394250010993,22.0199204177256
198,Colorado,5694287,Positivity Data from Clinical Laboratories,04/18/2020,Total Tests per 100k People,32.3,06/03/2020,28.0394250010993,22.0199204177256
199,Colorado,5694287,Positivity Data from Clinical Laboratories,04/19/2020,Count of people tested by CDPHE lab,410,06/03/2020,28.0394250010993,22.0199204177256
200,Colorado,5694287,Positivity Data from Clinical Laboratories,04/19/2020,Count of people tested by non-CDPHE (commercial) lab,1070,06/03/2020,28.0394250010993,22.0199204177256
201,Colorado,5694287,Positivity Data from Clinical Laboratories,04/19/2020,Percent Positivity,18.8,06/03/2020,28.0394250010993,22.0199204177256
202,Colorado,5694287,Positivity Data from Clinical Laboratories,04/19/2020,Three-day Moving Average of Percent Positivity,19,06/03/2020,28.0394250010993,22.0199204177256
203,Colorado,5694287,Positivity Data from Clinical Laboratories,04/19/2020,Total Tests per 100k People,26,06/03/2020,28.0394250010993,22.0199204177256
204,Colorado,5694287,Positivity Data from Clinical Laboratories,04/20/2020,Count of people tested by CDPHE lab,437,06/03/2020,28.0394250010993,22.0199204177256
205,Colorado,5694287,Positivity Data from Clinical Laboratories,04/20/2020,Count of people tested by non-CDPHE (commercial) lab,1058,06/03/2020,28.0394250010993,22.0199204177256
206,Colorado,5694287,Positivity Data from Clinical Laboratories,04/20/2020,Percent Positivity,16.7,06/03/2020,28.0394250010993,22.0199204177256
207,Colorado,5694287,Positivity Data from Clinical Laboratories,04/20/2020,Three-day Moving Average of Percent Positivity,16.4,06/03/2020,28.0394250010993,22.0199204177256
208,Colorado,5694287,Positivity Data from Clinical Laboratories,04/20/2020,Total Tests per 100k People,26.3,06/03/2020,28.0394250010993,22.0199204177256
209,Colorado,5694287,Positivity Data from Clinical Laboratories,04/21/2020,Count of people tested by CDPHE lab,486,06/03/2020,28.0394250010993,22.0199204177256
210,Colorado,5694287,Positivity Data from Clinical Laboratories,04/21/2020,Count of people tested by non-CDPHE (commercial) lab,1683,06/03/2020,28.0394250010993,22.0199204177256
211,Colorado,5694287,Positivity Data from Clinical Laboratories,04/21/2020,Percent Positivity,16,06/03/2020,28.0394250010993,22.0199204177256
212,Colorado,5694287,Positivity Data from Clinical Laboratories,04/21/2020,Three-day Moving Average of Percent Positivity,17.2,06/03/2020,28.0394250010993,22.0199204177256
213,Colorado,5694287,Positivity Data from Clinical Laboratories,04/21/2020,Total Tests per 100k People,38.1,06/03/2020,28.0394250010993,22.0199204177256
214,Colorado,5694287,Positivity Data from Clinical Laboratories,04/22/2020,Count of people tested by CDPHE lab,434,06/03/2020,28.0394250010993,22.0199204177256
215,Colorado,5694287,Positivity Data from Clinical Laboratories,04/22/2020,Count of people tested by non-CDPHE (commercial) lab,1500,06/03/2020,28.0394250010993,22.0199204177256
216,Colorado,5694287,Positivity Data from Clinical Laboratories,04/22/2020,Percent Positivity,17.6,06/03/2020,28.0394250010993,22.0199204177256
217,Colorado,5694287,Positivity Data from Clinical Laboratories,04/22/2020,Three-day Moving Average of Percent Positivity,16.8,06/03/2020,28.0394250010993,22.0199204177256
218,Colorado,5694287,Positivity Data from Clinical Laboratories,04/22/2020,Total Tests per 100k People,34,06/03/2020,28.0394250010993,22.0199204177256
219,Colorado,5694287,Positivity Data from Clinical Laboratories,04/23/2020,Count of people tested by CDPHE lab,717,06/03/2020,28.0394250010993,22.0199204177256
220,Colorado,5694287,Positivity Data from Clinical Laboratories,04/23/2020,Count of people tested by non-CDPHE (commercial) lab,4610,06/03/2020,28.0394250010993,22.0199204177256
221,Colorado,5694287,Positivity Data from Clinical Laboratories,04/23/2020,Percent Positivity,15,06/03/2020,28.0394250010993,22.0199204177256
222,Colorado,5694287,Positivity Data from Clinical Laboratories,04/23/2020,Three-day Moving Average of Percent Positivity,16.2,06/03/2020,28.0394250010993,22.0199204177256
223,Colorado,5694287,Positivity Data from Clinical Laboratories,04/23/2020,Total Tests per 100k People,93.6,06/03/2020,28.0394250010993,22.0199204177256
224,Colorado,5694287,Positivity Data from Clinical Laboratories,04/24/2020,Count of people tested by CDPHE lab,636,06/03/2020,28.0394250010993,22.0199204177256
225,Colorado,5694287,Positivity Data from Clinical Laboratories,04/24/2020,Count of people tested by non-CDPHE (commercial) lab,2412,06/03/2020,28.0394250010993,22.0199204177256
226,Colorado,5694287,Positivity Data from Clinical Laboratories,04/24/2020,Percent Positivity,18.6,06/03/2020,28.0394250010993,22.0199204177256
227,Colorado,5694287,Positivity Data from Clinical Laboratories,04/24/2020,Three-day Moving Average of Percent Positivity,17.1,06/03/2020,28.0394250010993,22.0199204177256
228,Colorado,5694287,Positivity Data from Clinical Laboratories,04/24/2020,Total Tests per 100k People,53.5,06/03/2020,28.0394250010993,22.0199204177256
229,Colorado,5694287,Positivity Data from Clinical Laboratories,04/25/2020,Count of people tested by CDPHE lab,726,06/03/2020,28.0394250010993,22.0199204177256
230,Colorado,5694287,Positivity Data from Clinical Laboratories,04/25/2020,Count of people tested by non-CDPHE (commercial) lab,2519,06/03/2020,28.0394250010993,22.0199204177256
231,Colorado,5694287,Positivity Data from Clinical Laboratories,04/25/2020,Percent Positivity,13.5,06/03/2020,28.0394250010993,22.0199204177256
232,Colorado,5694287,Positivity Data from Clinical Laboratories,04/25/2020,Three-day Moving Average of Percent Positivity,15.7,06/03/2020,28.0394250010993,22.0199204177256
233,Colorado,5694287,Positivity Data from Clinical Laboratories,04/25/2020,Total Tests per 100k People,57,06/03/2020,28.0394250010993,22.0199204177256
234,Colorado,5694287,Positivity Data from Clinical Laboratories,04/26/2020,Count of people tested by CDPHE lab,590,06/03/2020,28.0394250010993,22.0199204177256
235,Colorado,5694287,Positivity Data from Clinical Laboratories,04/26/2020,Count of people tested by non-CDPHE (commercial) lab,2094,06/03/2020,28.0394250010993,22.0199204177256
236,Colorado,5694287,Positivity Data from Clinical Laboratories,04/26/2020,Percent Positivity,14.3,06/03/2020,28.0394250010993,22.0199204177256
237,Colorado,5694287,Positivity Data from Clinical Laboratories,04/26/2020,Three-day Moving Average of Percent Positivity,15.5,06/03/2020,28.0394250010993,22.0199204177256
238,Colorado,5694287,Positivity Data from Clinical Laboratories,04/26/2020,Total Tests per 100k People,47.1,06/03/2020,28.0394250010993,22.0199204177256
239,Colorado,5694287,Positivity Data from Clinical Laboratories,04/27/2020,Count of people tested by CDPHE lab,783,06/03/2020,28.0394250010993,22.0199204177256
240,Colorado,5694287,Positivity Data from Clinical Laboratories,04/27/2020,Count of people tested by non-CDPHE (commercial) lab,2093,06/03/2020,28.0394250010993,22.0199204177256
241,Colorado,5694287,Positivity Data from Clinical Laboratories,04/27/2020,Percent Positivity,14.9,06/03/2020,28.0394250010993,22.0199204177256
242,Colorado,5694287,Positivity Data from Clinical Laboratories,04/27/2020,Three-day Moving Average of Percent Positivity,14.2,06/03/2020,28.0394250010993,22.0199204177256
243,Colorado,5694287,Positivity Data from Clinical Laboratories,04/27/2020,Total Tests per 100k People,50.5,06/03/2020,28.0394250010993,22.0199204177256
244,Colorado,5694287,Positivity Data from Clinical Laboratories,04/28/2020,Count of people tested by CDPHE lab,462,06/03/2020,28.0394250010993,22.0199204177256
245,Colorado,5694287,Positivity Data from Clinical Laboratories,04/28/2020,Count of people tested by non-CDPHE (commercial) lab,2355,06/03/2020,28.0394250010993,22.0199204177256
246,Colorado,5694287,Positivity Data from Clinical Laboratories,04/28/2020,Percent Positivity,13.8,06/03/2020,28.0394250010993,22.0199204177256
247,Colorado,5694287,Positivity Data from Clinical Laboratories,04/28/2020,Three-day Moving Average of Percent Positivity,14.3,06/03/2020,28.0394250010993,22.0199204177256
248,Colorado,5694287,Positivity Data from Clinical Laboratories,04/28/2020,Total Tests per 100k People,49.5,06/03/2020,28.0394250010993,22.0199204177256
249,Colorado,5694287,Positivity Data from Clinical Laboratories,04/29/2020,Count of people tested by CDPHE lab,455,06/03/2020,28.0394250010993,22.0199204177256
250,Colorado,5694287,Positivity Data from Clinical Laboratories,04/29/2020,Count of people tested by non-CDPHE (commercial) lab,2944,06/03/2020,28.0394250010993,22.0199204177256
251,Colorado,5694287,Positivity Data from Clinical Laboratories,04/29/2020,Percent Positivity,23.6,06/03/2020,28.0394250010993,22.0199204177256
252,Colorado,5694287,Positivity Data from Clinical Laboratories,04/29/2020,Three-day Moving Average of Percent Positivity,17.4,06/03/2020,28.0394250010993,22.0199204177256
253,Colorado,5694287,Positivity Data from Clinical Laboratories,04/29/2020,Total Tests per 100k People,59.7,06/03/2020,28.0394250010993,22.0199204177256
254,Colorado,5694287,Positivity Data from Clinical Laboratories,04/30/2020,Count of people tested by CDPHE lab,752,06/03/2020,28.0394250010993,22.0199204177256
255,Colorado,5694287,Positivity Data from Clinical Laboratories,04/30/2020,Count of people tested by non-CDPHE (commercial) lab,2589,06/03/2020,28.0394250010993,22.0199204177256
256,Colorado,5694287,Positivity Data from Clinical Laboratories,04/30/2020,Percent Positivity,12,06/03/2020,28.0394250010993,22.0199204177256
257,Colorado,5694287,Positivity Data from Clinical Laboratories,04/30/2020,Three-day Moving Average of Percent Positivity,16.5,06/03/2020,28.0394250010993,22.0199204177256
258,Colorado,5694287,Positivity Data from Clinical Laboratories,04/30/2020,Total Tests per 100k People,58.7,06/03/2020,28.0394250010993,22.0199204177256
259,Colorado,5694287,Positivity Data from Clinical Laboratories,05/01/2020,Count of people tested by CDPHE lab,461,06/03/2020,28.0394250010993,22.0199204177256
260,Colorado,5694287,Positivity Data from Clinical Laboratories,05/01/2020,Count of people tested by non-CDPHE (commercial) lab,2901,06/03/2020,28.0394250010993,22.0199204177256
261,Colorado,5694287,Positivity Data from Clinical Laboratories,05/01/2020,Percent Positivity,12.8,06/03/2020,28.0394250010993,22.0199204177256
262,Colorado,5694287,Positivity Data from Clinical Laboratories,05/01/2020,Three-day Moving Average of Percent Positivity,16.1,06/03/2020,28.0394250010993,22.0199204177256
263,Colorado,5694287,Positivity Data from Clinical Laboratories,05/01/2020,Total Tests per 100k People,59,06/03/2020,28.0394250010993,22.0199204177256
264,Colorado,5694287,Positivity Data from Clinical Laboratories,05/02/2020,Count of people tested by CDPHE lab,627,06/03/2020,28.0394250010993,22.0199204177256
265,Colorado,5694287,Positivity Data from Clinical Laboratories,05/02/2020,Count of people tested by non-CDPHE (commercial) lab,2935,06/03/2020,28.0394250010993,22.0199204177256
266,Colorado,5694287,Positivity Data from Clinical Laboratories,05/02/2020,Percent Positivity,10.9,06/03/2020,28.0394250010993,22.0199204177256
267,Colorado,5694287,Positivity Data from Clinical Laboratories,05/02/2020,Three-day Moving Average of Percent Positivity,11.9,06/03/2020,28.0394250010993,22.0199204177256
268,Colorado,5694287,Positivity Data from Clinical Laboratories,05/02/2020,Total Tests per 100k People,62.6,06/03/2020,28.0394250010993,22.0199204177256
269,Colorado,5694287,Positivity Data from Clinical Laboratories,05/03/2020,Count of people tested by CDPHE lab,329,06/03/2020,28.0394250010993,22.0199204177256
270,Colorado,5694287,Positivity Data from Clinical Laboratories,05/03/2020,Count of people tested by non-CDPHE (commercial) lab,1865,06/03/2020,28.0394250010993,22.0199204177256
271,Colorado,5694287,Positivity Data from Clinical Laboratories,05/03/2020,Percent Positivity,9.6,06/03/2020,28.0394250010993,22.0199204177256
272,Colorado,5694287,Positivity Data from Clinical Laboratories,05/03/2020,Three-day Moving Average of Percent Positivity,11.1,06/03/2020,28.0394250010993,22.0199204177256
273,Colorado,5694287,Positivity Data from Clinical Laboratories,05/03/2020,Total Tests per 100k People,38.5,06/03/2020,28.0394250010993,22.0199204177256
274,Colorado,5694287,Positivity Data from Clinical Laboratories,05/04/2020,Count of people tested by CDPHE lab,155,06/03/2020,28.0394250010993,22.0199204177256
275,Colorado,5694287,Positivity Data from Clinical Laboratories,05/04/2020,Count of people tested by non-CDPHE (commercial) lab,2930,06/03/2020,28.0394250010993,22.0199204177256
276,Colorado,5694287,Positivity Data from Clinical Laboratories,05/04/2020,Percent Positivity,10.7,06/03/2020,28.0394250010993,22.0199204177256
277,Colorado,5694287,Positivity Data from Clinical Laboratories,05/04/2020,Three-day Moving Average of Percent Positivity,10.4,06/03/2020,28.0394250010993,22.0199204177256
278,Colorado,5694287,Positivity Data from Clinical Laboratories,05/04/2020,Total Tests per 100k People,54.2,06/03/2020,28.0394250010993,22.0199204177256
279,Colorado,5694287,Positivity Data from Clinical Laboratories,05/05/2020,Count of people tested by CDPHE lab,345,06/03/2020,28.0394250010993,22.0199204177256
280,Colorado,5694287,Positivity Data from Clinical Laboratories,05/05/2020,Count of people tested by non-CDPHE (commercial) lab,2889,06/03/2020,28.0394250010993,22.0199204177256
281,Colorado,5694287,Positivity Data from Clinical Laboratories,05/05/2020,Percent Positivity,10.4,06/03/2020,28.0394250010993,22.0199204177256
282,Colorado,5694287,Positivity Data from Clinical Laboratories,05/05/2020,Three-day Moving Average of Percent Positivity,10.2,06/03/2020,28.0394250010993,22.0199204177256
283,Colorado,5694287,Positivity Data from Clinical Laboratories,05/05/2020,Total Tests per 100k People,56.8,06/03/2020,28.0394250010993,22.0199204177256
284,Colorado,5694287,Positivity Data from Clinical Laboratories,05/06/2020,Count of people tested by CDPHE lab,709,06/03/2020,28.0394250010993,22.0199204177256
285,Colorado,5694287,Positivity Data from Clinical Laboratories,05/06/2020,Count of people tested by non-CDPHE (commercial) lab,2623,06/03/2020,28.0394250010993,22.0199204177256
286,Colorado,5694287,Positivity Data from Clinical Laboratories,05/06/2020,Percent Positivity,12.5,06/03/2020,28.0394250010993,22.0199204177256
287,Colorado,5694287,Positivity Data from Clinical Laboratories,05/06/2020,Three-day Moving Average of Percent Positivity,11.2,06/03/2020,28.0394250010993,22.0199204177256
288,Colorado,5694287,Positivity Data from Clinical Laboratories,05/06/2020,Total Tests per 100k People,58.5,06/03/2020,28.0394250010993,22.0199204177256
289,Colorado,5694287,Positivity Data from Clinical Laboratories,05/07/2020,Count of people tested by CDPHE lab,740,06/03/2020,28.0394250010993,22.0199204177256
290,Colorado,5694287,Positivity Data from Clinical Laboratories,05/07/2020,Count of people tested by non-CDPHE (commercial) lab,4630,06/03/2020,28.0394250010993,22.0199204177256
291,Colorado,5694287,Positivity Data from Clinical Laboratories,05/07/2020,Percent Positivity,7.9,06/03/2020,28.0394250010993,22.0199204177256
292,Colorado,5694287,Positivity Data from Clinical Laboratories,05/07/2020,Three-day Moving Average of Percent Positivity,10.3,06/03/2020,28.0394250010993,22.0199204177256
293,Colorado,5694287,Positivity Data from Clinical Laboratories,05/07/2020,Total Tests per 100k People,94.3,06/03/2020,28.0394250010993,22.0199204177256
294,Colorado,5694287,Positivity Data from Clinical Laboratories,05/08/2020,Count of people tested by CDPHE lab,890,06/03/2020,28.0394250010993,22.0199204177256
295,Colorado,5694287,Positivity Data from Clinical Laboratories,05/08/2020,Count of people tested by non-CDPHE (commercial) lab,3787,06/03/2020,28.0394250010993,22.0199204177256
296,Colorado,5694287,Positivity Data from Clinical Laboratories,05/08/2020,Percent Positivity,11.5,06/03/2020,28.0394250010993,22.0199204177256
297,Colorado,5694287,Positivity Data from Clinical Laboratories,05/08/2020,Three-day Moving Average of Percent Positivity,10.6,06/03/2020,28.0394250010993,22.0199204177256
298,Colorado,5694287,Positivity Data from Clinical Laboratories,05/08/2020,Total Tests per 100k People,82.1,06/03/2020,28.0394250010993,22.0199204177256
299,Colorado,5694287,Positivity Data from Clinical Laboratories,05/09/2020,Count of people tested by CDPHE lab,901,06/03/2020,28.0394250010993,22.0199204177256
300,Colorado,5694287,Positivity Data from Clinical Laboratories,05/09/2020,Count of people tested by non-CDPHE (commercial) lab,3106,06/03/2020,28.0394250010993,22.0199204177256
301,Colorado,5694287,Positivity Data from Clinical Laboratories,05/09/2020,Percent Positivity,8.4,06/03/2020,28.0394250010993,22.0199204177256
302,Colorado,5694287,Positivity Data from Clinical Laboratories,05/09/2020,Three-day Moving Average of Percent Positivity,9.3,06/03/2020,28.0394250010993,22.0199204177256
303,Colorado,5694287,Positivity Data from Clinical Laboratories,05/09/2020,Total Tests per 100k People,70.4,06/03/2020,28.0394250010993,22.0199204177256
304,Colorado,5694287,Positivity Data from Clinical Laboratories,05/10/2020,Count of people tested by CDPHE lab,912,06/03/2020,28.0394250010993,22.0199204177256
305,Colorado,5694287,Positivity Data from Clinical Laboratories,05/10/2020,Count of people tested by non-CDPHE (commercial) lab,2139,06/03/2020,28.0394250010993,22.0199204177256
306,Colorado,5694287,Positivity Data from Clinical Laboratories,05/10/2020,Percent Positivity,6.7,06/03/2020,28.0394250010993,22.0199204177256
307,Colorado,5694287,Positivity Data from Clinical Laboratories,05/10/2020,Three-day Moving Average of Percent Positivity,8.9,06/03/2020,28.0394250010993,22.0199204177256
308,Colorado,5694287,Positivity Data from Clinical Laboratories,05/10/2020,Total Tests per 100k People,53.6,06/03/2020,28.0394250010993,22.0199204177256
309,Colorado,5694287,Positivity Data from Clinical Laboratories,05/11/2020,Count of people tested by CDPHE lab,689,06/03/2020,28.0394250010993,22.0199204177256
310,Colorado,5694287,Positivity Data from Clinical Laboratories,05/11/2020,Count of people tested by non-CDPHE (commercial) lab,2219,06/03/2020,28.0394250010993,22.0199204177256
311,Colorado,5694287,Positivity Data from Clinical Laboratories,05/11/2020,Percent Positivity,7.3,06/03/2020,28.0394250010993,22.0199204177256
312,Colorado,5694287,Positivity Data from Clinical Laboratories,05/11/2020,Three-day Moving Average of Percent Positivity,7.5,06/03/2020,28.0394250010993,22.0199204177256
313,Colorado,5694287,Positivity Data from Clinical Laboratories,05/11/2020,Total Tests per 100k People,51.1,06/03/2020,28.0394250010993,22.0199204177256
314,Colorado,5694287,Positivity Data from Clinical Laboratories,05/12/2020,Count of people tested by CDPHE lab,489,06/03/2020,28.0394250010993,22.0199204177256
315,Colorado,5694287,Positivity Data from Clinical Laboratories,05/12/2020,Count of people tested by non-CDPHE (commercial) lab,3342,06/03/2020,28.0394250010993,22.0199204177256
316,Colorado,5694287,Positivity Data from Clinical Laboratories,05/12/2020,Percent Positivity,6.2,06/03/2020,28.0394250010993,22.0199204177256
317,Colorado,5694287,Positivity Data from Clinical Laboratories,05/12/2020,Three-day Moving Average of Percent Positivity,6.7,06/03/2020,28.0394250010993,22.0199204177256
318,Colorado,5694287,Positivity Data from Clinical Laboratories,05/12/2020,Total Tests per 100k People,67.3,06/03/2020,28.0394250010993,22.0199204177256
319,Colorado,5694287,Positivity Data from Clinical Laboratories,05/13/2020,Count of people tested by CDPHE lab,542,06/03/2020,28.0394250010993,22.0199204177256
320,Colorado,5694287,Positivity Data from Clinical Laboratories,05/13/2020,Count of people tested by non-CDPHE (commercial) lab,3715,06/03/2020,28.0394250010993,22.0199204177256
321,Colorado,5694287,Positivity Data from Clinical Laboratories,05/13/2020,Percent Positivity,9.7,06/03/2020,28.0394250010993,22.0199204177256
322,Colorado,5694287,Positivity Data from Clinical Laboratories,05/13/2020,Three-day Moving Average of Percent Positivity,7.7,06/03/2020,28.0394250010993,22.0199204177256
323,Colorado,5694287,Positivity Data from Clinical Laboratories,05/13/2020,Total Tests per 100k People,74.8,06/03/2020,28.0394250010993,22.0199204177256
324,Colorado,5694287,Positivity Data from Clinical Laboratories,05/14/2020,Count of people tested by CDPHE lab,706,06/03/2020,28.0394250010993,22.0199204177256
325,Colorado,5694287,Positivity Data from Clinical Laboratories,05/14/2020,Count of people tested by non-CDPHE (commercial) lab,3891,06/03/2020,28.0394250010993,22.0199204177256
326,Colorado,5694287,Positivity Data from Clinical Laboratories,05/14/2020,Percent Positivity,7.8,06/03/2020,28.0394250010993,22.0199204177256
327,Colorado,5694287,Positivity Data from Clinical Laboratories,05/14/2020,Three-day Moving Average of Percent Positivity,7.9,06/03/2020,28.0394250010993,22.0199204177256
328,Colorado,5694287,Positivity Data from Clinical Laboratories,05/14/2020,Total Tests per 100k People,80.7,06/03/2020,28.0394250010993,22.0199204177256
329,Colorado,5694287,Positivity Data from Clinical Laboratories,05/15/2020,Count of people tested by CDPHE lab,673,06/03/2020,28.0394250010993,22.0199204177256
330,Colorado,5694287,Positivity Data from Clinical Laboratories,05/15/2020,Count of people tested by non-CDPHE (commercial) lab,3798,06/03/2020,28.0394250010993,22.0199204177256
331,Colorado,5694287,Positivity Data from Clinical Laboratories,05/15/2020,Percent Positivity,8.7,06/03/2020,28.0394250010993,22.0199204177256
332,Colorado,5694287,Positivity Data from Clinical Laboratories,05/15/2020,Three-day Moving Average of Percent Positivity,8.7,06/03/2020,28.0394250010993,22.0199204177256
333,Colorado,5694287,Positivity Data from Clinical Laboratories,05/15/2020,Total Tests per 100k People,78.5,06/03/2020,28.0394250010993,22.0199204177256
334,Colorado,5694287,Positivity Data from Clinical Laboratories,05/16/2020,Count of people tested by CDPHE lab,572,06/03/2020,28.0394250010993,22.0199204177256
335,Colorado,5694287,Positivity Data from Clinical Laboratories,05/16/2020,Count of people tested by non-CDPHE (commercial) lab,2853,06/03/2020,28.0394250010993,22.0199204177256
336,Colorado,5694287,Positivity Data from Clinical Laboratories,05/16/2020,Percent Positivity,8.6,06/03/2020,28.0394250010993,22.0199204177256
337,Colorado,5694287,Positivity Data from Clinical Laboratories,05/16/2020,Three-day Moving Average of Percent Positivity,8.4,06/03/2020,28.0394250010993,22.0199204177256
338,Colorado,5694287,Positivity Data from Clinical Laboratories,05/16/2020,Total Tests per 100k People,60.2,06/03/2020,28.0394250010993,22.0199204177256
339,Colorado,5694287,Positivity Data from Clinical Laboratories,05/17/2020,Count of people tested by CDPHE lab,437,06/03/2020,28.0394250010993,22.0199204177256
340,Colorado,5694287,Positivity Data from Clinical Laboratories,05/17/2020,Count of people tested by non-CDPHE (commercial) lab,2817,06/03/2020,28.0394250010993,22.0199204177256
341,Colorado,5694287,Positivity Data from Clinical Laboratories,05/17/2020,Percent Positivity,6.5,06/03/2020,28.0394250010993,22.0199204177256
342,Colorado,5694287,Positivity Data from Clinical Laboratories,05/17/2020,Three-day Moving Average of Percent Positivity,7.9,06/03/2020,28.0394250010993,22.0199204177256
343,Colorado,5694287,Positivity Data from Clinical Laboratories,05/17/2020,Total Tests per 100k People,57.1,06/03/2020,28.0394250010993,22.0199204177256
344,Colorado,5694287,Positivity Data from Clinical Laboratories,05/18/2020,Count of people tested by CDPHE lab,595,06/03/2020,28.0394250010993,22.0199204177256
345,Colorado,5694287,Positivity Data from Clinical Laboratories,05/18/2020,Count of people tested by non-CDPHE (commercial) lab,2569,06/03/2020,28.0394250010993,22.0199204177256
346,Colorado,5694287,Positivity Data from Clinical Laboratories,05/18/2020,Percent Positivity,7.8,06/03/2020,28.0394250010993,22.0199204177256
347,Colorado,5694287,Positivity Data from Clinical Laboratories,05/18/2020,Three-day Moving Average of Percent Positivity,7.6,06/03/2020,28.0394250010993,22.0199204177256
348,Colorado,5694287,Positivity Data from Clinical Laboratories,05/18/2020,Total Tests per 100k People,55.6,06/03/2020,28.0394250010993,22.0199204177256
349,Colorado,5694287,Positivity Data from Clinical Laboratories,05/19/2020,Count of people tested by CDPHE lab,707,06/03/2020,28.0394250010993,22.0199204177256
350,Colorado,5694287,Positivity Data from Clinical Laboratories,05/19/2020,Count of people tested by non-CDPHE (commercial) lab,3746,06/03/2020,28.0394250010993,22.0199204177256
351,Colorado,5694287,Positivity Data from Clinical Laboratories,05/19/2020,Percent Positivity,5.9,06/03/2020,28.0394250010993,22.0199204177256
352,Colorado,5694287,Positivity Data from Clinical Laboratories,05/19/2020,Three-day Moving Average of Percent Positivity,6.7,06/03/2020,28.0394250010993,22.0199204177256
353,Colorado,5694287,Positivity Data from Clinical Laboratories,05/19/2020,Total Tests per 100k People,78.2,06/03/2020,28.0394250010993,22.0199204177256
354,Colorado,5694287,Positivity Data from Clinical Laboratories,05/20/2020,Count of people tested by CDPHE lab,1573,06/03/2020,28.0394250010993,22.0199204177256
355,Colorado,5694287,Positivity Data from Clinical Laboratories,05/20/2020,Count of people tested by non-CDPHE (commercial) lab,3614,06/03/2020,28.0394250010993,22.0199204177256
356,Colorado,5694287,Positivity Data from Clinical Laboratories,05/20/2020,Percent Positivity,6.5,06/03/2020,28.0394250010993,22.0199204177256
357,Colorado,5694287,Positivity Data from Clinical Laboratories,05/20/2020,Three-day Moving Average of Percent Positivity,6.8,06/03/2020,28.0394250010993,22.0199204177256
358,Colorado,5694287,Positivity Data from Clinical Laboratories,05/20/2020,Total Tests per 100k People,91.1,06/03/2020,28.0394250010993,22.0199204177256
359,Colorado,5694287,Positivity Data from Clinical Laboratories,05/21/2020,Count of people tested by CDPHE lab,1174,06/03/2020,28.0394250010993,22.0199204177256
360,Colorado,5694287,Positivity Data from Clinical Laboratories,05/21/2020,Count of people tested by non-CDPHE (commercial) lab,2434,06/03/2020,28.0394250010993,22.0199204177256
361,Colorado,5694287,Positivity Data from Clinical Laboratories,05/21/2020,Percent Positivity,7.5,06/03/2020,28.0394250010993,22.0199204177256
362,Colorado,5694287,Positivity Data from Clinical Laboratories,05/21/2020,Three-day Moving Average of Percent Positivity,6.7,06/03/2020,28.0394250010993,22.0199204177256
363,Colorado,5694287,Positivity Data from Clinical Laboratories,05/21/2020,Total Tests per 100k People,63.4,06/03/2020,28.0394250010993,22.0199204177256
364,Colorado,5694287,Positivity Data from Clinical Laboratories,05/22/2020,Count of people tested by CDPHE lab,2063,06/03/2020,28.0394250010993,22.0199204177256
365,Colorado,5694287,Positivity Data from Clinical Laboratories,05/22/2020,Count of people tested by non-CDPHE (commercial) lab,4152,06/03/2020,28.0394250010993,22.0199204177256
