Reference,Placement,Season,Station,Species,DateTime
3144,Random,W,34,Impala,26/12/2013 13:11
3145,Random,W,16,Impala,26/12/2013 13:12
3146,Random,W,2,Impala,26/12/2013 13:23
3147,Random,W,16,Impala,26/12/2013 13:23
3148,Random,W,12,Zebra,26/12/2013 13:28
3149,Random,W,32,Warthog,26/12/2013 13:42
3150,Random,W,35,Impala,26/12/2013 13:47
3151,Random,W,16,Impala,26/12/2013 13:48
3152,Random,W,35,Impala,26/12/2013 13:48
3153,Random,W,16,Impala,26/12/2013 13:48
3154,Random,W,35,Impala,26/12/2013 13:48
3155,Random,W,16,Impala,26/12/2013 13:48
3156,Random,W,35,Impala,26/12/2013 13:48
3157,Random,W,16,Impala,26/12/2013 13:48
3158,Random,W,35,Impala,26/12/2013 13:48
3159,Random,W,16,Impala,26/12/2013 13:48
3160,Random,W,35,Impala,26/12/2013 13:48
3161,Random,W,16,Impala,26/12/2013 13:48
3162,Random,W,35,Impala,26/12/2013 13:48
3163,Random,W,16,Impala,26/12/2013 13:48
3164,Random,W,35,Impala,26/12/2013 13:48
3165,Random,W,16,Impala,26/12/2013 13:48
3166,Random,W,35,Impala,26/12/2013 13:48
3167,Random,W,16,Impala,26/12/2013 13:48
3168,Random,W,12,Elephant,26/12/2013 13:48
3169,Random,W,35,Impala,26/12/2013 13:49
3170,Random,W,16,Impala,26/12/2013 13:50
3171,Random,W,35,Impala,26/12/2013 14:08
3172,Random,W,29,Elephant,26/12/2013 14:23
3173,Random,W,35,Giraffe,26/12/2013 14:48
3174,Random,W,17,Impala,26/12/2013 15:01
3175,Random,W,33,Elephant,26/12/2013 15:10
3176,Random,W,19,Elephant,26/12/2013 15:47
3177,Random,W,A,Dikdik,26/12/2013 16:34
3178,Random,W,32,Impala,26/12/2013 17:56
3179,Random,W,14,Impala,26/12/2013 18:14
3180,Random,W,9,Impala,26/12/2013 18:28
3181,Random,W,45,Impala,26/12/2013 18:39
3182,Random,W,38,Impala,26/12/2013 18:54
3183,Random,W,15,Impala,26/12/2013 18:56
3184,Random,W,A,Lesser kudu,26/12/2013 19:00
3185,Random,W,12,Elephant,26/12/2013 19:05
3186,Random,W,2,Giraffe,26/12/2013 19:10
3187,Random,W,45,Impala,26/12/2013 19:19
3188,Random,W,4,Elephant,26/12/2013 19:36
3189,Random,W,32,Spotted hyena,26/12/2013 20:53
3190,Random,W,4,Elephant,26/12/2013 21:01
3191,Random,W,11,Impala,26/12/2013 22:17
3192,Random,W,35,Hippo,26/12/2013 23:37
3193,Random,W,23,Elephant,27/12/2013 00:13
3194,Random,W,3,Elephant,27/12/2013 00:36
3195,Random,W,23,Elephant,27/12/2013 00:37
3196,Random,W,13,Elephant,27/12/2013 01:04
3197,Random,W,14,Dikdik,27/12/2013 02:05
3198,Random,W,26,Aardwolf,27/12/2013 02:19
3199,Random,W,2,Giraffe,27/12/2013 02:26
3200,Random,W,35,Spotted hyena,27/12/2013 02:41
3201,Random,W,38,Impala,27/12/2013 03:14
3202,Random,W,3,Elephant,27/12/2013 03:19
3203,Random,W,11,Impala,27/12/2013 03:20
3204,Random,W,38,Impala,27/12/2013 03:20
3205,Random,W,11,Impala,27/12/2013 03:20
3206,Random,W,38,Impala,27/12/2013 03:20
3207,Random,W,11,Impala,27/12/2013 03:20
3208,Random,W,38,Impala,27/12/2013 03:20
3209,Random,W,11,Impala,27/12/2013 03:20
3210,Random,W,38,Impala,27/12/2013 03:20
3211,Random,W,11,Impala,27/12/2013 03:20
3212,Random,W,38,Impala,27/12/2013 03:59
3213,Random,W,34,Giraffe,27/12/2013 04:06
3214,Random,W,2,Elephant,27/12/2013 04:52
3215,Random,W,11,Impala,27/12/2013 05:40
3216,Random,W,14,Spotted hyena,27/12/2013 05:56
3217,Random,W,34,Impala,27/12/2013 05:56
3218,Random,W,11,Black backed jackal,27/12/2013 05:58
3219,Random,W,48,Bat-eared fox,27/12/2013 06:06
3220,Random,W,13,Elephant,27/12/2013 06:18
3221,Random,W,37,Greater kudu,27/12/2013 06:30
3222,Random,W,11,Impala,27/12/2013 06:39
3223,Random,W,23,Elephant,27/12/2013 06:42
3224,Random,W,49,Baboon,27/12/2013 06:58
3225,Random,W,13,Elephant,27/12/2013 07:03
3226,Random,W,23,Elephant,27/12/2013 07:03
3227,Random,W,13,Elephant,27/12/2013 07:03
3228,Random,W,23,Elephant,27/12/2013 07:03
3229,Random,W,13,Elephant,27/12/2013 07:03
3230,Random,W,23,Elephant,27/12/2013 07:03
3231,Random,W,13,Elephant,27/12/2013 07:03
3232,Random,W,23,Elephant,27/12/2013 07:03
3233,Random,W,13,Elephant,27/12/2013 07:03
3234,Random,W,23,Elephant,27/12/2013 07:03
3235,Random,W,13,Elephant,27/12/2013 07:03
3236,Random,W,23,Elephant,27/12/2013 07:03
3237,Random,W,13,Elephant,27/12/2013 07:03
3238,Random,W,23,Elephant,27/12/2013 07:03
3239,Random,W,13,Elephant,27/12/2013 07:03
3240,Random,W,23,Elephant,27/12/2013 07:03
3241,Random,W,13,Elephant,27/12/2013 07:03
3242,Random,W,23,Elephant,27/12/2013 07:03
3243,Random,W,13,Elephant,27/12/2013 07:08
3244,Random,W,23,Elephant,27/12/2013 07:08
3245,Random,W,13,Elephant,27/12/2013 07:08
3246,Random,W,23,Elephant,27/12/2013 07:09
3247,Random,W,14,Impala,27/12/2013 07:22
3248,Random,W,11,Impala,27/12/2013 07:27
3249,Random,W,33,Impala,27/12/2013 07:31
3250,Random,W,48,Giraffe,27/12/2013 08:49
3251,Random,W,32,Warthog,27/12/2013 09:11
3252,Random,W,35,Greater kudu,27/12/2013 09:32
3253,Random,W,35,Elephant,27/12/2013 09:44
3254,Random,W,17,Impala,27/12/2013 09:45
3255,Random,W,22,Impala,27/12/2013 10:41
3256,Random,W,35,Impala,27/12/2013 10:48
3257,Random,W,12,Elephant,27/12/2013 11:05
3258,Random,W,5,Elephant,27/12/2013 12:01
3259,Random,W,17,Impala,27/12/2013 12:21
3260,Random,W,29,Impala,27/12/2013 12:25
3261,Random,W,29,Giraffe,27/12/2013 12:58
3262,Random,W,32,Impala,27/12/2013 13:24
3263,Random,W,35,Impala,27/12/2013 13:30
3264,Random,W,22,Impala,27/12/2013 13:46
3265,Random,W,49,Impala,27/12/2013 14:10
3266,Random,W,12,Elephant,27/12/2013 14:11
3267,Random,W,12,Elephant,27/12/2013 15:34
3268,Random,W,A,Impala,27/12/2013 16:07
3269,Random,W,22,Impala,27/12/2013 16:20
3270,Random,W,14,Elephant,27/12/2013 16:23
3271,Random,W,3,Greater kudu,27/12/2013 16:54
3272,Random,W,24,Elephant,27/12/2013 17:34
3273,Random,W,44,Impala,27/12/2013 18:01
3274,Random,W,45,Impala,27/12/2013 18:06
3275,Random,W,8,Greater kudu,27/12/2013 18:12
3276,Random,W,23,Dikdik,27/12/2013 18:43
3277,Random,W,17,Elephant,27/12/2013 19:01
3278,Random,W,37,Zebra,27/12/2013 19:06
3279,Random,W,23,Elephant,27/12/2013 19:09
3280,Random,W,29,Elephant,27/12/2013 20:06
3281,Random,W,25,Impala,27/12/2013 20:33
3282,Random,W,11,White tailed mongoose,27/12/2013 22:37
3283,Random,W,29,Elephant,27/12/2013 22:59
3284,Random,W,19,Elephant,27/12/2013 23:34
3285,Random,W,44,Impala,28/12/2013 00:09
3286,Random,W,9,Impala,28/12/2013 01:28
3287,Random,W,44,Impala,28/12/2013 01:56
3288,Random,W,14,Dikdik,28/12/2013 02:43
3289,Random,W,23,Elephant,28/12/2013 03:59
3290,Random,W,19,Dikdik,28/12/2013 04:27
3291,Random,W,34,Impala,28/12/2013 04:34
3292,Random,W,35,Spotted hyena,28/12/2013 05:02
3293,Random,W,A,Lesser kudu,28/12/2013 05:04
3294,Random,W,35,Spotted hyena,28/12/2013 06:17
3295,Random,W,25,Impala,28/12/2013 06:19
3296,Random,W,4,Elephant,28/12/2013 07:04
3297,Random,W,13,Elephant,28/12/2013 07:16
3298,Random,W,37,Impala,28/12/2013 07:19
3299,Random,W,23,Dikdik,28/12/2013 07:20
3300,Random,W,10,Dikdik,28/12/2013 07:23
3301,Random,W,14,Elephant,28/12/2013 07:29
3302,Random,W,10,Dikdik,28/12/2013 08:33
3303,Random,W,A,Giraffe,28/12/2013 09:07
3304,Random,W,49,Impala,28/12/2013 09:28
3305,Random,W,14,Elephant,28/12/2013 10:14
3306,Random,W,17,Impala,28/12/2013 10:29
3307,Random,W,35,Giraffe,28/12/2013 10:42
3308,Random,W,35,Impala,28/12/2013 10:49
3309,Random,W,8,Impala,28/12/2013 11:18
3310,Random,W,45,Impala,28/12/2013 11:46
3311,Random,W,35,Elephant,28/12/2013 12:52
3312,Random,W,9,Impala,28/12/2013 12:59
3313,Random,W,45,Impala,28/12/2013 13:52
3314,Random,W,25,Impala,28/12/2013 14:31
3315,Random,W,3,Elephant,28/12/2013 14:56
3316,Random,W,45,Impala,28/12/2013 15:22
3317,Random,W,8,Impala,28/12/2013 15:36
3318,Random,W,45,Impala,28/12/2013 15:42
3319,Random,W,35,Impala,28/12/2013 15:42
3320,Random,W,45,Impala,28/12/2013 15:42
3321,Random,W,35,Impala,28/12/2013 15:42
3322,Random,W,45,Impala,28/12/2013 15:42
3323,Random,W,35,Impala,28/12/2013 15:42
3324,Random,W,45,Impala,28/12/2013 15:42
3325,Random,W,35,Impala,28/12/2013 15:42
3326,Random,W,45,Impala,28/12/2013 15:42
3327,Random,W,8,Impala,28/12/2013 16:07
3328,Random,W,44,Warthog,28/12/2013 16:43
3329,Random,W,19,Elephant,28/12/2013 16:44
3330,Random,W,24,Elephant,28/12/2013 18:11
3331,Random,W,16,Elephant,28/12/2013 18:37
3332,Random,W,35,Elephant,28/12/2013 18:47
3333,Random,W,30,Elephant,28/12/2013 18:49
3334,Random,W,35,Elephant,28/12/2013 18:49
3335,Random,W,30,Elephant,28/12/2013 18:49
3336,Random,W,35,Elephant,28/12/2013 18:49
3337,Random,W,30,Elephant,28/12/2013 18:49
3338,Random,W,35,Elephant,28/12/2013 18:49
3339,Random,W,30,Elephant,28/12/2013 18:49
3340,Random,W,35,Elephant,28/12/2013 18:51
3341,Random,W,11,Impala,28/12/2013 19:28
3342,Random,W,49,Elephant,28/12/2013 20:12
3343,Random,W,23,Elephant,28/12/2013 21:31
3344,Random,W,46,Hippo,28/12/2013 22:27
3345,Random,W,23,Elephant,29/12/2013 01:19
3346,Random,W,49,Hippo,29/12/2013 01:38
3347,Random,W,35,Spotted hyena,29/12/2013 01:51
3348,Random,W,47,Zebra,29/12/2013 02:58
3349,Random,W,35,Spotted hyena,29/12/2013 03:17
3350,Random,W,12,Impala,29/12/2013 06:21
3351,Random,W,4,Impala,29/12/2013 06:33
3352,Random,W,48,Impala,29/12/2013 06:49
3353,Random,W,16,Elephant,29/12/2013 06:57
3354,Random,W,4,Bush duiker,29/12/2013 08:47
3355,Random,W,12,Elephant,29/12/2013 09:26
3356,Random,W,18,Dikdik,29/12/2013 09:50
3357,Random,W,22,Baboon,29/12/2013 10:02
3358,Random,W,11,Impala,29/12/2013 10:32
3359,Random,W,37,Warthog,29/12/2013 10:32
3360,Random,W,35,Impala,29/12/2013 11:08
3361,Random,W,3,Baboon,29/12/2013 13:56
3362,Random,W,14,Impala,29/12/2013 14:15
3363,Random,W,44,Zebra,29/12/2013 15:25
3364,Random,W,26,Dikdik,29/12/2013 15:30
3365,Random,W,12,Zebra,29/12/2013 15:38
3366,Random,W,9,Grant's gazelle,29/12/2013 15:53
3367,Random,W,4,Elephant,29/12/2013 16:14
3368,Random,W,9,Elephant,29/12/2013 16:56
3369,Random,W,8,Elephant,29/12/2013 17:04
3370,Random,W,9,Grant's gazelle,29/12/2013 17:15
3371,Random,W,9,Impala,29/12/2013 17:22
3372,Random,W,44,Impala,29/12/2013 17:45
3373,Random,W,16,Elephant,29/12/2013 18:28
3374,Random,W,2,Elephant,29/12/2013 18:48
3375,Random,W,20,Elephant,29/12/2013 18:53
3376,Random,W,2,Elephant,29/12/2013 18:54
3377,Random,W,25,Greater kudu,29/12/2013 19:01
3378,Random,W,32,Impala,29/12/2013 19:06
3379,Random,W,34,Impala,29/12/2013 19:07
3380,Random,W,32,Impala,29/12/2013 19:07
3381,Random,W,34,Impala,29/12/2013 19:08
3382,Random,W,35,Elephant,29/12/2013 19:08
3383,Random,W,32,Impala,29/12/2013 19:09
3384,Random,W,44,Elephant,29/12/2013 19:30
3385,Random,W,16,Impala,29/12/2013 19:32
3386,Random,W,11,Impala,29/12/2013 19:38
3387,Random,W,16,Impala,29/12/2013 19:44
3388,Random,W,38,Elephant,29/12/2013 19:49
3389,Random,W,2,Elephant,29/12/2013 20:04
3390,Random,W,2,Elephant,29/12/2013 21:23
3391,Random,W,33,Spotted hyena,29/12/2013 23:33
3392,Random,W,11,Common genet,29/12/2013 23:35
3393,Random,W,35,Hippo,30/12/2013 00:04
3394,Random,W,30,Elephant,30/12/2013 02:11
3395,Random,W,23,Elephant,30/12/2013 02:22
3396,Random,W,A,Dikdik,30/12/2013 03:08
3397,Random,W,35,Hippo,30/12/2013 05:02
3398,Random,W,8,Elephant,30/12/2013 05:28
3399,Random,W,34,Impala,30/12/2013 05:38
3400,Random,W,19,Dikdik,30/12/2013 05:46
3401,Random,W,11,Hippo,30/12/2013 06:16
3402,Random,W,19,Elephant,30/12/2013 06:21
3403,Random,W,26,Elephant,30/12/2013 06:51
3404,Random,W,34,Impala,30/12/2013 06:58
3405,Random,W,18,Elephant,30/12/2013 07:10
3406,Random,W,23,Elephant,30/12/2013 07:20
3407,Random,W,34,Zebra,30/12/2013 07:32
3408,Random,W,25,Elephant,30/12/2013 07:56
3409,Random,W,11,Slender mongoose,30/12/2013 08:10
3410,Random,W,22,Baboon,30/12/2013 08:16
3411,Random,W,14,Dikdik,30/12/2013 08:17
3412,Random,W,8,Impala,30/12/2013 08:44
3413,Random,W,16,Elephant,30/12/2013 08:47
3414,Random,W,12,Impala,30/12/2013 08:54
3415,Random,W,14,Elephant,30/12/2013 09:27
3416,Random,W,19,Baboon,30/12/2013 10:39
3417,Random,W,29,Baboon,30/12/2013 10:46
3418,Random,W,19,Baboon,30/12/2013 10:47
3419,Random,W,35,Impala,30/12/2013 11:06
3420,Random,W,19,Giraffe,30/12/2013 11:49
3421,Random,W,35,Giraffe,30/12/2013 12:43
3422,Random,W,22,Zebra,30/12/2013 12:46
3423,Random,W,19,Elephant,30/12/2013 12:53
3424,Random,W,12,Elephant,30/12/2013 12:55
3425,Random,W,19,Elephant,30/12/2013 12:55
3426,Random,W,12,Elephant,30/12/2013 12:55
3427,Random,W,19,Elephant,30/12/2013 12:55
3428,Random,W,12,Elephant,30/12/2013 12:55
3429,Random,W,19,Elephant,30/12/2013 12:55
3430,Random,W,12,Elephant,30/12/2013 12:55
3431,Random,W,19,Elephant,30/12/2013 12:55
3432,Random,W,12,Elephant,30/12/2013 12:55
3433,Random,W,19,Elephant,30/12/2013 12:55
3434,Random,W,12,Elephant,30/12/2013 12:55
3435,Random,W,19,Elephant,30/12/2013 12:55
3436,Random,W,35,Impala,30/12/2013 13:51
3437,Random,W,22,Zebra,30/12/2013 14:26
3438,Random,W,2,Giraffe,30/12/2013 14:50
3439,Random,W,23,Elephant,30/12/2013 14:55
3440,Random,W,10,Zebra,30/12/2013 15:16
3441,Random,W,16,Elephant,30/12/2013 16:09
3442,Random,W,22,Impala,30/12/2013 16:50
3443,Random,W,22,Warthog,30/12/2013 18:08
3444,Random,W,46,Greater kudu,30/12/2013 18:17
3445,Random,W,10,Elephant,30/12/2013 18:17
3446,Random,W,44,Impala,30/12/2013 18:26
3447,Random,W,9,Elephant,30/12/2013 18:39
3448,Random,W,29,Elephant,30/12/2013 18:44
3449,Random,W,22,Impala,30/12/2013 18:48
3450,Random,W,15,Impala,30/12/2013 19:02
3451,Random,W,34,Impala,30/12/2013 19:18
3452,Random,W,A,Lesser kudu,30/12/2013 19:20
3453,Random,W,12,Impala,30/12/2013 19:29
3454,Random,W,34,Impala,30/12/2013 19:50
3455,Random,W,35,Hippo,30/12/2013 20:41
3456,Random,W,9,Elephant,30/12/2013 20:44
3457,Random,W,12,Hippo,30/12/2013 21:43
3458,Random,W,32,Hippo,30/12/2013 21:51
3459,Random,W,22,Spotted hyena,30/12/2013 21:59
3460,Random,W,45,Elephant,30/12/2013 22:03
3461,Random,W,33,White tailed mongoose,30/12/2013 22:44
3462,Random,W,A,Lesser kudu,30/12/2013 23:00
3463,Random,W,10,Elephant,30/12/2013 23:07
3464,Random,W,49,Bat-eared fox,30/12/2013 23:24
3465,Random,W,11,Bat-eared fox,30/12/2013 23:52
3466,Random,W,30,Elephant,31/12/2013 00:03
3467,Random,W,A,Lesser kudu,31/12/2013 00:31
3468,Random,W,29,Elephant,31/12/2013 00:50
3469,Random,W,35,Spotted hyena,31/12/2013 01:32
3470,Random,W,2,Elephant,31/12/2013 02:05
3471,Random,W,A,Lesser kudu,31/12/2013 03:16
3472,Random,W,2,Elephant,31/12/2013 04:27
3473,Random,W,34,Impala,31/12/2013 05:24
3474,Random,W,11,Impala,31/12/2013 05:53
3475,Random,W,33,Bat-eared fox,31/12/2013 06:00
3476,Random,W,33,Impala,31/12/2013 06:20
3477,Random,W,38,Impala,31/12/2013 06:49
3478,Random,W,45,Impala,31/12/2013 07:17
3479,Random,W,4,Elephant,31/12/2013 07:30
3480,Random,W,18,Elephant,31/12/2013 08:06
3481,Random,W,9,Impala,31/12/2013 08:11
3482,Random,W,35,Impala,31/12/2013 08:31
3483,Random,W,23,Elephant,31/12/2013 08:41
3484,Random,W,27,Greater kudu,31/12/2013 09:23
3485,Random,W,1,Elephant,31/12/2013 09:30
3486,Random,W,14,Impala,31/12/2013 09:43
3487,Random,W,34,Impala,31/12/2013 10:14
3488,Random,W,32,Baboon,31/12/2013 10:23
3489,Random,W,5,Elephant,31/12/2013 10:26
3490,Random,W,35,Baboon,31/12/2013 10:34
3491,Random,W,26,Impala,31/12/2013 12:17
3492,Random,W,34,Impala,31/12/2013 12:24
3493,Random,W,22,Impala,31/12/2013 13:36
3494,Random,W,9,Elephant,31/12/2013 14:51
3495,Random,W,5,Serval,31/12/2013 14:56
3496,Random,W,35,Baboon,31/12/2013 15:04
3497,Random,W,44,Impala,31/12/2013 15:21
3498,Random,W,16,Elephant,31/12/2013 18:31
3499,Random,W,11,Zebra,31/12/2013 18:58
3500,Random,W,47,Impala,31/12/2013 19:09
3501,Random,W,23,Elephant,31/12/2013 19:35
3502,Random,W,4,Elephant,31/12/2013 19:41
3503,Random,W,16,Elephant,31/12/2013 19:58
3504,Random,W,5,Elephant,31/12/2013 20:17
3505,Random,W,19,Elephant,31/12/2013 20:31
3506,Random,W,11,African civet,31/12/2013 20:55
3507,Random,W,23,Elephant,31/12/2013 21:03
3508,Random,W,13,Lion,31/12/2013 21:18
3509,Random,W,25,Impala,31/12/2013 22:09
3510,Random,W,47,Impala,31/12/2013 22:10
3511,Random,W,22,Aardwolf,31/12/2013 22:44
3512,Random,W,23,Elephant,31/12/2013 23:22
3513,Random,W,26,Aardwolf,31/12/2013 23:28
3514,Random,W,22,Spotted hyena,1/1/14 0:58
3515,Random,W,23,Elephant,1/1/14 1:39
3516,Random,W,33,Impala,1/1/14 1:57
3517,Random,W,47,Impala,1/1/14 2:19
3518,Random,W,19,Elephant,1/1/14 2:23
3519,Random,W,22,Spotted hyena,1/1/14 5:01
3520,Random,W,5,Impala,1/1/14 5:36
3521,Random,W,15,Impala,1/1/14 5:47
3522,Random,W,34,Impala,1/1/14 5:53
3523,Random,W,47,Impala,1/1/14 5:56
3524,Random,W,22,Impala,1/1/14 6:08
3525,Random,W,23,Elephant,1/1/14 6:42
3526,Random,W,44,Impala,1/1/14 6:57
3527,Random,W,25,Elephant,1/1/14 7:01
3528,Random,W,33,Impala,1/1/14 7:21
3529,Random,W,23,Elephant,1/1/14 7:25
3530,Random,W,44,Banded mongoose,1/1/14 7:33
3531,Random,W,12,Impala,1/1/14 8:12
3532,Random,W,11,Baboon,1/1/14 8:25
3533,Random,W,47,Baboon,1/1/14 9:13
3534,Random,W,35,Impala,1/1/14 9:15
3535,Random,W,16,Impala,1/1/14 9:22
3536,Random,W,35,Impala,1/1/14 9:30
3537,Random,W,16,Impala,1/1/14 9:31
3538,Random,W,19,Dikdik,1/1/14 9:35
3539,Random,W,2,Elephant,1/1/14 9:56
3540,Random,W,12,Giraffe,1/1/14 10:04
3541,Random,W,35,Giraffe,1/1/14 10:10
3542,Random,W,47,Impala,1/1/14 10:37
3543,Random,W,49,Impala,1/1/14 11:45
3544,Random,W,5,Impala,1/1/14 11:53
3545,Random,W,22,Zebra,1/1/14 13:36
3546,Random,W,27,Baboon,1/1/14 14:05
3547,Random,W,10,Vervet monkey,1/1/14 14:21
3548,Random,W,2,Dikdik,1/1/14 15:28
3549,Random,W,49,Impala,1/1/14 15:30
3550,Random,W,29,Elephant,1/1/14 17:15
3551,Random,W,11,Zebra,1/1/14 17:52
3552,Random,W,25,Elephant,1/1/14 18:51
3553,Random,W,4,Impala,1/1/14 19:12
3554,Random,W,23,Elephant,1/1/14 19:56
3555,Random,W,25,Elephant,1/1/14 20:19
3556,Random,W,32,Cheetah,1/1/14 20:30
3557,Random,W,37,Elephant,1/1/14 20:32
3558,Random,W,11,Black backed jackal,1/1/14 20:48
3559,Random,W,33,Impala,1/1/14 20:51
3560,Random,W,23,Elephant,1/1/14 21:16
3561,Random,W,33,Hippo,1/1/14 21:23
3562,Random,W,37,Elephant,1/1/14 21:30
3563,Random,W,F,Bat-eared fox,1/1/14 22:21
3564,Random,W,23,Pangolin,1/1/14 23:18
3565,Random,W,11,Impala,1/1/14 23:49
3566,Random,W,26,Aardwolf,2/1/14 0:10
3567,Random,W,16,Elephant,2/1/14 0:40
3568,Random,W,12,Impala,2/1/14 1:01
3569,Random,W,11,Impala,2/1/14 1:33
3570,Random,W,23,Elephant,2/1/14 1:58
3571,Random,W,12,Impala,2/1/14 2:53
3572,Random,W,47,Impala,2/1/14 3:55
3573,Random,W,23,Elephant,2/1/14 3:55
3574,Random,W,9,Impala,2/1/14 4:24
3575,Random,W,12,Impala,2/1/14 5:55
3576,Random,W,25,Impala,2/1/14 6:05
3577,Random,W,5,Impala,2/1/14 6:17
3578,Random,W,9,Elephant,2/1/14 6:21
3579,Random,W,44,Impala,2/1/14 7:53
3580,Random,W,11,Baboon,2/1/14 7:53
3581,Random,W,23,Elephant,2/1/14 7:56
3582,Random,W,34,Impala,2/1/14 8:49
3583,Random,W,25,Elephant,2/1/14 9:47
3584,Random,W,11,Impala,2/1/14 9:51
3585,Random,W,20,Elephant,2/1/14 10:08
3586,Random,W,22,Impala,2/1/14 11:43
3587,Random,W,20,Greater kudu,2/1/14 12:15
3588,Random,W,8,Impala,2/1/14 12:26
3589,Random,W,8,Baboon,2/1/14 13:31
3590,Random,W,34,Impala,2/1/14 13:35
3591,Random,W,25,Greater kudu,2/1/14 15:04
3592,Random,W,8,Impala,2/1/14 15:25
3593,Random,W,35,Impala,2/1/14 15:31
3594,Random,W,16,Impala,2/1/14 15:32
3595,Random,W,35,Impala,2/1/14 15:32
3596,Random,W,16,Impala,2/1/14 15:32
3597,Random,W,35,Impala,2/1/14 15:33
3598,Random,W,23,Elephant,2/1/14 15:41
3599,Random,W,12,Zebra,2/1/14 15:46
3600,Random,W,8,Impala,2/1/14 16:04
3601,Random,W,9,Zebra,2/1/14 16:12
3602,Random,W,10,Baboon,2/1/14 16:26
3603,Random,W,37,Impala,2/1/14 17:10
3604,Random,W,8,Impala,2/1/14 17:10
3605,Random,W,37,Elephant,2/1/14 17:33
3606,Random,W,32,Warthog,2/1/14 17:34
3607,Random,W,9,Elephant,2/1/14 17:57
3608,Random,W,19,Leopard,2/1/14 19:02
3609,Random,W,23,Elephant,2/1/14 19:04
3610,Random,W,11,Zebra,2/1/14 19:18
3611,Random,W,37,Elephant,2/1/14 20:36
3612,Random,W,48,Impala,3/1/14 0:10
3613,Random,W,35,Hippo,3/1/14 4:20
3614,Random,W,48,Impala,3/1/14 5:39
3615,Random,W,11,Impala,3/1/14 5:44
3616,Random,W,48,Impala,3/1/14 5:44
3617,Random,W,16,Elephant,3/1/14 6:16
3618,Random,W,11,Impala,3/1/14 6:25
3619,Random,W,24,Giraffe,3/1/14 6:45
3620,Random,W,44,Elephant,3/1/14 6:52
3621,Random,W,11,Impala,3/1/14 8:42
3622,Random,W,11,Zebra,3/1/14 8:45
3623,Random,W,37,Impala,3/1/14 9:33
3624,Random,W,8,Impala,3/1/14 9:37
3625,Random,W,12,Zebra,3/1/14 10:11
3626,Random,W,38,Elephant,3/1/14 11:28
3627,Random,W,10,Impala,3/1/14 11:55
3628,Random,W,23,Elephant,3/1/14 11:55
3629,Random,W,45,Elephant,3/1/14 12:00
3630,Random,W,11,Elephant,3/1/14 12:14
3631,Random,W,11,Giraffe,3/1/14 12:28
3632,Random,W,22,Impala,3/1/14 12:31
3633,Random,W,12,Impala,3/1/14 12:38
3634,Random,W,10,Impala,3/1/14 13:06
3635,Random,W,15,Impala,3/1/14 13:14
3636,Random,W,9,Elephant,3/1/14 13:19
3637,Random,W,20,Impala,3/1/14 13:47
3638,Random,W,8,Elephant,3/1/14 13:55
3639,Random,W,37,Greater kudu,3/1/14 14:06
3640,Random,W,A,Lesser kudu,3/1/14 14:37
3641,Random,W,10,Baboon,3/1/14 15:27
3642,Random,W,22,Impala,3/1/14 15:51
3643,Random,W,5,Impala,3/1/14 16:32
3644,Random,W,22,Impala,3/1/14 16:35
3645,Random,W,5,Impala,3/1/14 16:37
3646,Random,W,11,Impala,3/1/14 17:02
3647,Random,W,10,Elephant,3/1/14 17:16
3648,Random,W,44,Impala,3/1/14 18:23
3649,Random,W,9,Elephant,3/1/14 18:52
3650,Random,W,A,Lesser kudu,3/1/14 19:06
3651,Random,W,11,Impala,3/1/14 19:38
3652,Random,W,2,Elephant,3/1/14 20:08
3653,Random,W,32,Spotted hyena,3/1/14 20:34
3654,Random,W,24,Elephant,3/1/14 21:27
3655,Random,W,4,Elephant,3/1/14 21:39
3656,Random,W,24,Elephant,3/1/14 21:54
3657,Random,W,4,Elephant,3/1/14 22:05
3658,Random,W,30,Elephant,3/1/14 22:47
3659,Random,W,25,Elephant,3/1/14 22:56
3660,Random,W,18,Elephant,3/1/14 23:02
3661,Random,W,11,Impala,4/1/14 0:35
3662,Random,W,5,Eland,4/1/14 0:42
3663,Random,W,46,Elephant,4/1/14 1:12
3664,Random,W,33,Spotted hyena,4/1/14 2:15
3665,Random,W,22,Impala,4/1/14 3:37
3666,Random,W,33,Impala,4/1/14 5:12
3667,Random,W,17,Impala,4/1/14 5:40
3668,Random,W,11,Black backed jackal,4/1/14 5:47
3669,Random,W,33,Spotted hyena,4/1/14 5:53
3670,Random,W,A,Lesser kudu,4/1/14 5:56
3671,Random,W,45,Dikdik,4/1/14 6:14
3672,Random,W,11,Impala,4/1/14 6:14
3673,Random,W,33,Impala,4/1/14 6:27
3674,Random,W,19,Lesser kudu,4/1/14 6:27
3675,Random,W,19,Elephant,4/1/14 6:32
3676,Random,W,49,Baboon,4/1/14 6:40
3677,Random,W,48,Impala,4/1/14 6:43
3678,Random,W,45,Impala,4/1/14 6:55
3679,Random,W,33,Impala,4/1/14 7:13
3680,Random,W,25,Elephant,4/1/14 7:15
3681,Random,W,F,Greater kudu,4/1/14 7:17
3682,Random,W,44,Impala,4/1/14 7:47
3683,Random,W,13,Elephant,4/1/14 7:50
3684,Random,W,14,Dikdik,4/1/14 8:35
3685,Random,W,11,Giraffe,4/1/14 8:38
3686,Random,W,11,Zebra,4/1/14 8:46
3687,Random,W,4,Impala,4/1/14 8:47
3688,Random,W,23,Baboon,4/1/14 9:34
